fps,sil_steps,sil_num_episodes,value_loss,total_timesteps,explained_variance,best_episode_reward,episode_reward,nupdates,sil_valid_samples,policy_entropy
976,100000.0,226.0,0.0011100918054580688,57440000,0.9920869916677475,400.0,400.0,179500,374.0,2.2950689792633057
976,100000.0,225.0,0.0011411415180191398,57472000,0.9897178951650858,400.0,400.0,179600,383.0,2.4565258026123047
976,100000.0,230.0,0.0019620899111032486,57504000,0.9817955531179905,400.0,400.0,179700,446.0,2.2438693046569824
976,100000.0,226.0,0.0009640936623327434,57536000,0.9881785251200199,400.0,400.0,179800,267.0,2.3890109062194824
976,100000.0,221.0,0.0013728721532970667,57568000,0.9890478132292628,400.0,400.0,179900,326.0,2.1610193252563477
976,100000.0,218.0,0.0006141796475276351,57600000,0.9958285987377167,400.0,400.0,180000,382.0,2.306643009185791
976,100000.0,226.0,0.0019300045678392053,57632000,0.9863385306671262,400.0,400.0,180100,192.0,2.1872317790985107
976,100000.0,227.0,0.0017661156598478556,57664000,0.980678541585803,400.0,400.0,180200,458.0,2.3168270587921143
976,100000.0,221.0,0.0019083699444308877,57696000,0.9806402530521154,400.0,400.0,180300,290.0,2.2719905376434326
976,100000.0,218.0,0.0015092305839061737,57728000,0.9899036670103669,400.0,400.0,180400,230.0,2.316659450531006
976,100000.0,217.0,0.0021335624624043703,57760000,0.9865086600184441,400.0,400.0,180500,361.0,2.0506153106689453
976,100000.0,220.0,0.0006999646429903805,57792000,0.9932630583643913,400.0,400.0,180600,404.0,2.268472909927368
975,100000.0,214.0,0.0008696424774825573,57824000,0.9913338422775269,400.0,400.0,180700,339.0,2.327881336212158
975,100000.0,216.0,0.001442051725462079,57856000,0.9878235086798668,400.0,400.0,180800,58.0,2.3929524421691895
975,100000.0,215.0,0.0008770085987634957,57888000,0.9913836233317852,400.0,400.0,180900,448.0,2.3085169792175293
975,100000.0,224.0,0.0006880117580294609,57920000,0.9901625663042068,400.0,400.0,181000,421.0,2.4596469402313232
975,100000.0,221.0,0.0014135701349005103,57952000,0.9898158833384514,400.0,400.0,181100,397.0,1.9973539113998413
975,100000.0,224.0,0.0008610752411186695,57984000,0.9935995698906481,400.0,400.0,181200,252.0,2.242379665374756
975,100000.0,226.0,0.002126404782757163,58016000,0.9846614385023713,400.0,400.0,181300,289.0,2.234008312225342
975,100000.0,227.0,0.004117018077522516,58048000,0.9695013053715229,400.0,400.0,181400,188.0,2.216242790222168
975,100000.0,229.0,0.0015598507598042488,58080000,0.9867366263642907,400.0,400.0,181500,403.0,2.0958924293518066
975,100000.0,225.0,0.0006048924988135695,58112000,0.9939936818554997,400.0,400.0,181600,396.0,2.3021063804626465
975,100000.0,229.0,0.0011490450706332922,58144000,0.9911671867594123,400.0,400.0,181700,426.0,2.1163535118103027
975,100000.0,229.0,0.001518005272373557,58176000,0.9888024879619479,400.0,400.0,181800,348.0,2.206141948699951
975,100000.0,225.0,0.0019559033680707216,58208000,0.9859974440187216,400.0,400.0,181900,342.0,2.2371981143951416
975,100000.0,228.0,0.0010905482340604067,58240000,0.9896645834669471,400.0,400.0,182000,458.0,2.409135103225708
975,100000.0,224.0,0.004221719689667225,58272000,0.9661577939987183,400.0,400.0,182100,426.0,2.427942991256714
975,100000.0,228.0,0.0037155994214117527,58304000,0.9714306984096766,400.0,400.0,182200,448.0,2.1395552158355713
975,100000.0,231.0,0.007065114565193653,58336000,0.9468581303954124,400.0,400.0,182300,435.0,2.3338992595672607
975,100000.0,231.0,0.0020905551500618458,58368000,0.9731559511274099,400.0,400.0,182400,481.0,2.4879050254821777
975,100000.0,232.0,0.011602825485169888,58400000,0.8975963518023491,400.0,400.0,182500,322.0,2.2168002128601074
975,100000.0,230.0,0.00662574265152216,58432000,0.9399491250514984,400.0,400.0,182600,473.0,2.3084535598754883
975,100000.0,230.0,0.00411781994625926,58464000,0.9491226226091385,400.0,400.0,182700,388.0,2.5478122234344482
975,100000.0,214.0,0.0037431761156767607,58496000,0.9687780663371086,400.0,400.0,182800,466.0,2.3390541076660156
975,100000.0,216.0,0.007834399119019508,58528000,0.9229776188731194,400.0,400.0,182900,456.0,2.3134024143218994
975,100000.0,211.0,0.0064646294340491295,58560000,0.923810139298439,400.0,400.0,183000,469.0,2.086930751800537
975,100000.0,215.0,0.007067833095788956,58592000,0.9564821831882,400.0,400.0,183100,311.0,2.215493679046631
975,100000.0,214.0,0.005849488079547882,58624000,0.9318565800786018,400.0,400.0,183200,474.0,2.021244525909424
975,100000.0,224.0,0.005117903463542461,58656000,0.9466610364615917,400.0,390.0,183300,450.0,2.4103989601135254
975,100000.0,228.0,0.00542187737300992,58688000,0.9486112482845783,400.0,400.0,183400,485.0,2.2116599082946777
975,100000.0,223.0,0.002184344455599785,58720000,0.9727898370474577,400.0,400.0,183500,473.0,2.369817018508911
975,100000.0,219.0,0.008148704655468464,58752000,0.8934104070067406,400.0,400.0,183600,481.0,1.8690845966339111
975,100000.0,225.0,0.003567920997738838,58784000,0.9633113518357277,400.0,400.0,183700,326.0,2.284355640411377
975,100000.0,225.0,0.004102464299649,58816000,0.9534156732261181,400.0,390.0,183800,443.0,2.209510564804077
975,100000.0,219.0,0.0017660141456872225,58848000,0.9844264499843121,400.0,400.0,183900,419.0,2.3061623573303223
975,100000.0,222.0,0.003064678981900215,58880000,0.9730400536209345,400.0,400.0,184000,401.0,2.0915095806121826
975,100000.0,226.0,0.0023862889502197504,58912000,0.9701253194361925,400.0,400.0,184100,481.0,2.395536184310913
975,100000.0,231.0,0.005187402479350567,58944000,0.9383089579641819,400.0,400.0,184200,475.0,2.1092677116394043
975,100000.0,229.0,0.004884578287601471,58976000,0.9636433087289333,400.0,400.0,184300,416.0,2.114531993865967
975,100000.0,225.0,0.00405869958922267,59008000,0.955491915345192,400.0,400.0,184400,455.0,2.1547319889068604
975,100000.0,222.0,0.004749765619635582,59040000,0.9584887363016605,400.0,400.0,184500,388.0,1.9675004482269287
975,100000.0,219.0,0.003067313227802515,59072000,0.9743525981903076,400.0,400.0,184600,436.0,2.3732759952545166
975,100000.0,215.0,0.0024427161552011967,59104000,0.9741555284708738,400.0,400.0,184700,468.0,2.289294719696045
975,100000.0,212.0,0.002839901950210333,59136000,0.979014091193676,400.0,400.0,184800,332.0,2.366224765777588
975,100000.0,213.0,0.001137605868279934,59168000,0.9901323718950152,400.0,400.0,184900,379.0,2.294888973236084
975,100000.0,217.0,0.0006194695015437901,59200000,0.9932651775889099,400.0,400.0,185000,290.0,2.549689531326294
975,100000.0,212.0,0.002435149159282446,59232000,0.9837551340460777,400.0,400.0,185100,321.0,2.2369942665100098
975,100000.0,219.0,0.0012057486455887556,59264000,0.9897940875962377,400.0,400.0,185200,319.0,2.377490758895874
975,100000.0,217.0,0.0011228874791413546,59296000,0.9877370437607169,400.0,400.0,185300,398.0,2.453676700592041
975,100000.0,222.0,0.0022720987908542156,59328000,0.9798362515866756,400.0,400.0,185400,356.0,2.192422866821289
975,100000.0,221.0,0.0013488633558154106,59360000,0.989504219032824,400.0,400.0,185500,346.0,2.235307216644287
975,100000.0,225.0,0.005209761671721935,59392000,0.9722494166344404,400.0,400.0,185600,203.0,1.997102975845337
975,100000.0,216.0,0.0052386741153895855,59424000,0.9454638585448265,400.0,400.0,185700,436.0,2.336186408996582
975,100000.0,220.0,0.0012722115498036146,59456000,0.9921821132302284,400.0,400.0,185800,423.0,2.1967368125915527
975,100000.0,217.0,0.0012072175741195679,59488000,0.9861124251037836,400.0,400.0,185900,473.0,2.293060302734375
975,100000.0,230.0,0.0033759218640625477,59520000,0.9659717343747616,400.0,400.0,186000,440.0,2.2436790466308594
975,100000.0,220.0,0.001427080249413848,59552000,0.9860150003805757,400.0,400.0,186100,414.0,2.427504062652588
975,100000.0,217.0,0.0018308612052351236,59584000,0.9840633552521467,400.0,400.0,186200,370.0,2.295715093612671
975,100000.0,212.0,0.0008732437272556126,59616000,0.9919896852225065,400.0,400.0,186300,348.0,2.3898329734802246
975,100000.0,225.0,0.0011218184372410178,59648000,0.9882904924452305,400.0,400.0,186400,293.0,2.406920909881592
975,100000.0,235.0,0.0012620443012565374,59680000,0.9894857024773955,400.0,400.0,186500,228.0,2.2584643363952637
975,100000.0,234.0,0.0011762427166104317,59712000,0.9890888603404164,400.0,400.0,186600,170.0,2.5287539958953857
975,100000.0,230.0,0.003838504198938608,59744000,0.9690102990716696,400.0,400.0,186700,260.0,2.375180244445801
975,100000.0,223.0,0.0009241077350452542,59776000,0.991099625825882,400.0,400.0,186800,200.0,2.3553457260131836
975,100000.0,215.0,0.0011387014528736472,59808000,0.984603582881391,400.0,400.0,186900,423.0,2.217895030975342
975,100000.0,216.0,0.0008240349707193673,59840000,0.9911274975165725,400.0,400.0,187000,221.0,2.4635486602783203
975,100000.0,215.0,0.001100340043194592,59872000,0.9909557634964585,400.0,400.0,187100,389.0,2.2849974632263184
975,100000.0,222.0,0.002158449962735176,59904000,0.9843036495149136,400.0,400.0,187200,285.0,2.353994131088257
975,100000.0,219.0,0.0008726379019208252,59936000,0.9941459349356592,400.0,400.0,187300,41.0,2.352692127227783
975,100000.0,221.0,0.0016405778005719185,59968000,0.9879040913656354,400.0,400.0,187400,271.0,2.0795698165893555
975,100000.0,219.0,0.001417397172190249,60000000,0.989618836902082,400.0,400.0,187500,73.0,2.394331455230713
975,100000.0,225.0,0.0009533615666441619,60032000,0.9943135883659124,400.0,400.0,187600,374.0,2.1966347694396973
975,100000.0,226.0,0.0005808067508041859,60064000,0.994854636490345,400.0,400.0,187700,27.0,2.5043108463287354
975,100000.0,224.0,0.003157783765345812,60096000,0.9800373129546642,400.0,400.0,187800,131.0,2.1329867839813232
975,100000.0,221.0,0.0023765270598232746,60128000,0.9822163693606853,400.0,392.5,187900,333.0,2.0939431190490723
975,100000.0,215.0,0.0013705339515581727,60160000,0.9902712907642126,400.0,400.0,188000,144.0,2.2200117111206055
975,100000.0,217.0,0.000901438295841217,60192000,0.991251434199512,400.0,400.0,188100,439.0,2.3670597076416016
975,100000.0,216.0,0.001680877641774714,60224000,0.9836821909993887,400.0,400.0,188200,421.0,2.362423896789551
975,100000.0,220.0,0.004887488670647144,60256000,0.9585317187011242,400.0,400.0,188300,362.0,2.0854854583740234
975,100000.0,216.0,0.0044450946152210236,60288000,0.9366295784711838,400.0,400.0,188400,475.0,2.4093639850616455
975,100000.0,218.0,0.005409019999206066,60320000,0.9480469673871994,400.0,400.0,188500,376.0,2.12062406539917
975,100000.0,219.0,0.0025866080541163683,60352000,0.970526933670044,400.0,400.0,188600,445.0,2.326561450958252
975,100000.0,213.0,0.0022624763660132885,60384000,0.975243566557765,400.0,400.0,188700,495.0,2.3864083290100098
975,100000.0,211.0,0.004613754339516163,60416000,0.9429845027625561,400.0,400.0,188800,428.0,2.434136152267456
975,100000.0,209.0,0.0030217773746699095,60448000,0.9459979720413685,400.0,400.0,188900,471.0,2.2408065795898438
975,100000.0,210.0,0.002492279279977083,60480000,0.9699961990118027,400.0,400.0,189000,381.0,2.192126750946045
975,100000.0,211.0,0.0006667494890280068,60512000,0.9884154358878732,400.0,400.0,189100,425.0,2.468156337738037
975,100000.0,205.0,0.0018881119322031736,60544000,0.9716535676270723,400.0,400.0,189200,464.0,2.258382797241211
975,100000.0,205.0,0.003036197740584612,60576000,0.9617999494075775,400.0,400.0,189300,483.0,2.312588691711426
975,100000.0,206.0,0.0005521069397218525,60608000,0.9614488407969475,400.0,400.0,189400,441.0,2.728266716003418
975,100000.0,209.0,0.003324317280203104,60640000,0.9627265818417072,400.0,400.0,189500,475.0,2.147800922393799
975,100000.0,208.0,0.006731316447257996,60672000,0.9092964604496956,400.0,400.0,189600,396.0,2.3370754718780518
975,100000.0,207.0,0.004786408040672541,60704000,0.9485316760838032,400.0,400.0,189700,406.0,2.3300349712371826
975,100000.0,207.0,0.0023673800751566887,60736000,0.9725808817893267,400.0,400.0,189800,492.0,2.3042540550231934
975,100000.0,209.0,0.001991721335798502,60768000,0.9693593475967646,400.0,400.0,189900,507.0,2.435091257095337
975,100000.0,214.0,0.0033626831136643887,60800000,0.9482168406248093,400.0,400.0,190000,394.0,2.4080007076263428
975,100000.0,220.0,0.003837584052234888,60832000,0.9452884308993816,400.0,400.0,190100,458.0,2.210387706756592
975,100000.0,211.0,0.005105525720864534,60864000,0.9418859854340553,400.0,400.0,190200,420.0,2.385275363922119
975,100000.0,202.0,0.001878425246104598,60896000,0.9721690304577351,400.0,400.0,190300,276.0,2.3992972373962402
975,100000.0,201.0,0.0040364316664636135,60928000,0.9390527494251728,400.0,400.0,190400,333.0,2.3799595832824707
975,100000.0,202.0,0.0021616690792143345,60960000,0.9768118225038052,400.0,400.0,190500,451.0,2.403571605682373
975,100000.0,205.0,0.0027267939876765013,60992000,0.9713454600423574,400.0,400.0,190600,417.0,2.380427598953247
975,100000.0,196.0,0.0014400479849427938,61024000,0.9749917946755886,400.0,400.0,190700,447.0,2.6136868000030518
975,100000.0,180.0,0.0018233623122796416,61056000,0.9751833844929934,400.0,400.0,190800,387.0,2.384427070617676
975,100000.0,179.0,0.0018864173907786608,61088000,0.9769701864570379,400.0,400.0,190900,405.0,2.4138331413269043
975,100000.0,183.0,0.005117523483932018,61120000,0.939403124153614,400.0,400.0,191000,380.0,2.3662924766540527
975,100000.0,196.0,0.0023577245883643627,61152000,0.9757449701428413,400.0,400.0,191100,306.0,2.299351215362549
975,100000.0,194.0,0.002817371627315879,61184000,0.963539831340313,400.0,400.0,191200,399.0,2.35337495803833
975,100000.0,197.0,0.0016490534180775285,61216000,0.9812521729618311,400.0,400.0,191300,393.0,2.435912609100342
975,100000.0,198.0,0.0025289629120379686,61248000,0.9821189846843481,400.0,400.0,191400,466.0,2.267225980758667
975,100000.0,200.0,0.002994657028466463,61280000,0.9752701465040445,400.0,400.0,191500,451.0,2.115020751953125
975,100000.0,205.0,0.0030149531085044146,61312000,0.9655602537095547,400.0,400.0,191600,494.0,2.1589176654815674
975,100000.0,195.0,0.006540490780025721,61344000,0.8839293494820595,400.0,400.0,191700,444.0,2.4824283123016357
975,100000.0,193.0,0.00427039060741663,61376000,0.9485789947211742,400.0,400.0,191800,328.0,2.4427220821380615
975,100000.0,182.0,0.0038525976706296206,61408000,0.9619757495820522,400.0,400.0,191900,470.0,2.260958194732666
975,100000.0,188.0,0.002867766423150897,61440000,0.9682098999619484,400.0,400.0,192000,452.0,2.366179943084717
975,100000.0,188.0,0.0013805475318804383,61472000,0.9811555575579405,400.0,400.0,192100,416.0,2.4307007789611816
975,100000.0,190.0,0.0016418987652286887,61504000,0.977250250056386,400.0,400.0,192200,445.0,2.518035888671875
975,100000.0,188.0,0.0029359362088143826,61536000,0.9614416435360909,400.0,400.0,192300,411.0,2.384746789932251
975,100000.0,189.0,0.0019246016163378954,61568000,0.982755646109581,400.0,400.0,192400,472.0,2.202094554901123
975,100000.0,187.0,0.005489903502166271,61600000,0.938920397311449,400.0,400.0,192500,439.0,2.2157018184661865
975,100000.0,186.0,0.0058319224044680595,61632000,0.9476384297013283,400.0,400.0,192600,457.0,2.1287238597869873
975,100000.0,187.0,0.0016526582185178995,61664000,0.9844685522839427,400.0,400.0,192700,419.0,2.28253173828125
975,100000.0,191.0,0.004084715154021978,61696000,0.9562600031495094,400.0,400.0,192800,205.0,2.214597702026367
975,100000.0,196.0,0.006739477161318064,61728000,0.9468465372920036,400.0,400.0,192900,342.0,2.0645670890808105
975,100000.0,196.0,0.0028312369249761105,61760000,0.9789777770638466,400.0,400.0,193000,364.0,2.0852560997009277
975,100000.0,204.0,0.0012645896058529615,61792000,0.9851664761081338,400.0,400.0,193100,426.0,2.35739803314209
975,100000.0,201.0,0.0012096271384507418,61824000,0.985956241376698,400.0,400.0,193200,393.0,2.5049784183502197
975,100000.0,207.0,0.003562298370525241,61856000,0.9555507116019726,400.0,400.0,193300,386.0,2.2954049110412598
975,100000.0,197.0,0.0019468764076009393,61888000,0.982146468013525,400.0,400.0,193400,241.0,2.3367044925689697
975,100000.0,194.0,0.003953936509788036,61920000,0.9732062257826328,400.0,400.0,193500,355.0,2.1041479110717773
975,100000.0,180.0,0.001641130424104631,61952000,0.9855565130710602,400.0,400.0,193600,440.0,2.340519428253174
975,100000.0,189.0,0.0008055120706558228,61984000,0.9904741505160928,400.0,400.0,193700,468.0,2.4224472045898438
975,100000.0,192.0,0.001916743814945221,62016000,0.9875560225918889,400.0,400.0,193800,219.0,2.2495310306549072
975,100000.0,205.0,0.0016556906048208475,62048000,0.9783110842108727,400.0,400.0,193900,385.0,2.4787282943725586
975,100000.0,203.0,0.003479277715086937,62080000,0.9599981680512428,400.0,400.0,194000,470.0,2.258655071258545
975,100000.0,196.0,0.0037758764810860157,62112000,0.9502545148134232,400.0,400.0,194100,378.0,2.423163890838623
975,100000.0,195.0,0.0013128147693350911,62144000,0.9794191680848598,400.0,400.0,194200,360.0,2.5437166690826416
975,100000.0,192.0,0.0020831613801419735,62176000,0.9868750805035233,400.0,400.0,194300,355.0,2.1514031887054443
975,100000.0,199.0,0.0018655855674296618,62208000,0.982501519843936,400.0,400.0,194400,415.0,2.2706689834594727
975,100000.0,191.0,0.004156763665378094,62240000,0.9631612785160542,400.0,400.0,194500,402.0,2.118530511856079
975,100000.0,195.0,0.002337177749723196,62272000,0.9775618817657232,400.0,400.0,194600,340.0,2.3496310710906982
975,100000.0,192.0,0.0013056205352768302,62304000,0.9890438336879015,400.0,400.0,194700,112.0,2.3103599548339844
975,100000.0,200.0,0.001277900766581297,62336000,0.9877279512584209,400.0,400.0,194800,318.0,2.1410460472106934
975,100000.0,200.0,0.0015188849065452814,62368000,0.9890927709639072,400.0,400.0,194900,323.0,2.268463373184204
975,100000.0,203.0,0.0005555802490562201,62400000,0.9954210896976292,400.0,400.0,195000,438.0,2.3988075256347656
975,100000.0,203.0,0.002014125231653452,62432000,0.9831615462899208,400.0,400.0,195100,339.0,1.9773142337799072
975,100000.0,197.0,0.0008080165134742856,62464000,0.9932332937605679,400.0,400.0,195200,317.0,2.4143807888031006
975,100000.0,193.0,0.002200372749939561,62496000,0.9858572874218225,400.0,400.0,195300,334.0,2.147322177886963
975,100000.0,188.0,0.002077273325994611,62528000,0.9873518664389849,400.0,400.0,195400,233.0,2.1109044551849365
975,100000.0,192.0,0.0007629881147295237,62560000,0.9908090336248279,400.0,400.0,195500,338.0,2.389857769012451
975,100000.0,204.0,0.0017294976860284805,62592000,0.979595597833395,400.0,400.0,195600,408.0,2.365940809249878
975,100000.0,209.0,0.003266775282099843,62624000,0.9778914451599121,400.0,400.0,195700,404.0,2.2884325981140137
974,100000.0,215.0,0.004393759183585644,62656000,0.9713141527026892,400.0,400.0,195800,381.0,2.355194091796875
974,100000.0,212.0,0.006733516696840525,62688000,0.9389229342341423,400.0,400.0,195900,336.0,2.195188283920288
974,100000.0,214.0,0.0032695489935576916,62720000,0.9737125001847744,400.0,400.0,196000,348.0,2.073848247528076
974,100000.0,217.0,0.0032084763515740633,62752000,0.9644637554883957,400.0,400.0,196100,309.0,2.2585556507110596
974,100000.0,223.0,0.003946969751268625,62784000,0.9627751000225544,400.0,400.0,196200,479.0,2.1629550457000732
974,100000.0,223.0,0.0027587958611547947,62816000,0.96997906640172,400.0,400.0,196300,469.0,2.2153830528259277
974,100000.0,220.0,0.0025925072841346264,62848000,0.9763627741485834,400.0,400.0,196400,426.0,2.2109241485595703
974,100000.0,206.0,0.0015519075095653534,62880000,0.9835589416325092,400.0,400.0,196500,438.0,2.467268943786621
974,100000.0,211.0,0.0038267276249825954,62912000,0.9695236645638943,400.0,400.0,196600,424.0,2.1030421257019043
974,100000.0,218.0,0.0015376221854239702,62944000,0.986914636567235,400.0,400.0,196700,413.0,2.2213072776794434
974,100000.0,223.0,0.002024994231760502,62976000,0.9784129057079554,400.0,400.0,196800,421.0,2.3504490852355957
974,100000.0,227.0,0.0019292397191748023,63008000,0.9843294452875853,400.0,400.0,196900,377.0,2.1448144912719727
974,100000.0,231.0,0.0015162848867475986,63040000,0.9881833791732788,400.0,400.0,197000,423.0,2.2557685375213623
974,100000.0,239.0,0.0009770405013114214,63072000,0.9851692244410515,400.0,400.0,197100,426.0,2.4437313079833984
974,100000.0,238.0,0.0014714297140017152,63104000,0.9873544778674841,400.0,400.0,197200,431.0,2.144512891769409
974,100000.0,231.0,0.0019747039768844843,63136000,0.9854174396023154,400.0,400.0,197300,428.0,2.0430116653442383
974,100000.0,227.0,0.0020101391710340977,63168000,0.9866670994088054,400.0,400.0,197400,436.0,2.1460063457489014
974,100000.0,223.0,0.002061711624264717,63200000,0.9872894585132599,400.0,400.0,197500,417.0,2.142967462539673
974,100000.0,232.0,0.000584905908908695,63232000,0.9919148283079267,400.0,400.0,197600,382.0,2.4047138690948486
974,100000.0,237.0,0.002550694392994046,63264000,0.9827673509716988,400.0,400.0,197700,150.0,2.238020181655884
974,100000.0,243.0,0.001160706509836018,63296000,0.9919998105615377,400.0,400.0,197800,210.0,2.3203234672546387
974,100000.0,237.0,0.004031055606901646,63328000,0.9771132320165634,400.0,400.0,197900,473.0,1.931396722793579
974,100000.0,234.0,0.0004991922178305686,63360000,0.9927774323150516,400.0,400.0,198000,423.0,2.489497184753418
974,100000.0,228.0,0.0010141886305063963,63392000,0.9924215138889849,400.0,400.0,198100,295.0,2.103041648864746
974,100000.0,218.0,0.0026085691060870886,63424000,0.9838455580174923,400.0,400.0,198200,298.0,2.234013319015503
974,100000.0,219.0,0.0015684494283050299,63456000,0.9857246987521648,400.0,400.0,198300,351.0,2.3290107250213623
974,100000.0,217.0,0.0024333265610039234,63488000,0.9873926863074303,400.0,400.0,198400,33.0,2.0052993297576904
974,100000.0,225.0,0.0019917497411370277,63520000,0.9882507119327784,400.0,400.0,198500,371.0,2.05135178565979
974,100000.0,229.0,0.000833045516628772,63552000,0.989347904920578,400.0,400.0,198600,361.0,2.502075672149658
974,100000.0,231.0,0.0008136788383126259,63584000,0.9927468602545559,400.0,400.0,198700,447.0,2.2553038597106934
974,100000.0,232.0,0.0015769179444760084,63616000,0.9900018963962793,400.0,400.0,198800,337.0,2.096421241760254
974,100000.0,223.0,0.001456604222767055,63648000,0.9893273375928402,400.0,400.0,198900,313.0,2.133941173553467
974,100000.0,219.0,0.0006490863743238151,63680000,0.996252897195518,400.0,400.0,199000,411.0,2.051950454711914
974,100000.0,215.0,0.0013261076528578997,63712000,0.9827576205134392,400.0,400.0,199100,397.0,2.342930793762207
974,100000.0,220.0,0.0012098652077838778,63744000,0.9856718722730875,400.0,400.0,199200,269.0,2.3978583812713623
974,100000.0,216.0,0.004344099201261997,63776000,0.9673806838691235,400.0,400.0,199300,458.0,2.0268094539642334
974,100000.0,213.0,0.0012873096857219934,63808000,0.9913300769403577,400.0,400.0,199400,350.0,2.094897985458374
974,100000.0,210.0,0.002584962174296379,63840000,0.9828060641884804,400.0,400.0,199500,314.0,2.200377941131592
974,100000.0,211.0,0.0017016746569424868,63872000,0.9869379634037614,400.0,400.0,199600,385.0,2.1077466011047363
974,100000.0,216.0,0.002012508222833276,63904000,0.9810643289238214,400.0,400.0,199700,397.0,2.2895729541778564
974,100000.0,217.0,0.0010248057078570127,63936000,0.9909451184794307,400.0,400.0,199800,434.0,2.299299955368042
974,100000.0,227.0,0.0005054735811427236,63968000,0.9925753283314407,400.0,400.0,199900,368.0,2.5175395011901855
974,100000.0,226.0,0.0016135936602950096,64000000,0.986128362827003,400.0,400.0,200000,422.0,2.1897549629211426
974,100000.0,228.0,0.001170355943031609,64032000,0.9901512209326029,400.0,400.0,200100,405.0,2.086691379547119
974,100000.0,222.0,0.0019338426645845175,64064000,0.9871027190238237,400.0,400.0,200200,417.0,2.106375217437744
974,100000.0,225.0,0.0027930454816669226,64096000,0.9725390579551458,400.0,400.0,200300,449.0,1.9456102848052979
974,100000.0,223.0,0.0012193695874884725,64128000,0.9899132754653692,400.0,400.0,200400,348.0,2.301478862762451
974,100000.0,224.0,0.0015001209685578942,64160000,0.9832712057977915,400.0,400.0,200500,309.0,2.283379077911377
974,100000.0,222.0,0.006444367114454508,64192000,0.9510224871337414,400.0,400.0,200600,392.0,2.0223898887634277
974,100000.0,222.0,0.0015836426755413413,64224000,0.9895035652443767,400.0,400.0,200700,362.0,2.0881283283233643
974,100000.0,223.0,0.0023372394498437643,64256000,0.981816129758954,400.0,400.0,200800,293.0,2.0658864974975586
974,100000.0,220.0,0.001685479306615889,64288000,0.9869090607389808,400.0,400.0,200900,428.0,2.178231716156006
974,100000.0,216.0,0.0006386266904883087,64320000,0.995997067540884,400.0,400.0,201000,256.0,2.252014398574829
974,100000.0,189.0,0.002086201449856162,64352000,0.9876089803874493,400.0,400.0,201100,336.0,2.0470449924468994
974,100000.0,190.0,0.0025791586376726627,64384000,0.9817948825657368,400.0,400.0,201200,433.0,1.8164341449737549
974,100000.0,191.0,0.0016212176997214556,64416000,0.9884967878460884,400.0,400.0,201300,172.0,2.2821693420410156
974,100000.0,219.0,0.0017917451914399862,64448000,0.9875439964234829,400.0,400.0,201400,378.0,2.1484732627868652
974,100000.0,223.0,0.0006435408722609282,64480000,0.9937480622902513,400.0,400.0,201500,346.0,2.3649239540100098
974,100000.0,224.0,0.001297214301303029,64512000,0.9835819769650698,400.0,400.0,201600,469.0,2.372680187225342
974,100000.0,224.0,0.0018269764259457588,64544000,0.9826838877052069,400.0,400.0,201700,305.0,2.202571392059326
974,100000.0,222.0,0.0007923200610093772,64576000,0.9924196032807231,400.0,400.0,201800,460.0,2.2581896781921387
974,100000.0,216.0,0.0013569642324000597,64608000,0.986921638250351,400.0,400.0,201900,379.0,2.3072574138641357
974,100000.0,217.0,0.00311106676235795,64640000,0.9779061935842037,400.0,400.0,202000,331.0,2.211606502532959
974,100000.0,221.0,0.0011461948743090034,64672000,0.9932757699862123,400.0,400.0,202100,280.0,2.2128942012786865
974,100000.0,226.0,0.001277746050618589,64704000,0.9931072224862874,400.0,392.5,202200,161.0,2.07015061378479
974,100000.0,227.0,0.0012587637174874544,64736000,0.9864221084862947,400.0,400.0,202300,359.0,2.267122268676758
974,100000.0,230.0,0.0009813621873036027,64768000,0.9925627135671675,400.0,400.0,202400,321.0,2.3211257457733154
974,100000.0,228.0,0.0008765299571678042,64800000,0.9899323610588908,400.0,400.0,202500,393.0,2.437120199203491
974,100000.0,222.0,0.002020660089328885,64832000,0.9869199907407165,400.0,400.0,202600,445.0,1.8739694356918335
974,100000.0,207.0,0.0015495389234274626,64864000,0.987711638212204,400.0,400.0,202700,261.0,2.1954233646392822
974,100000.0,203.0,0.0031968236435204744,64896000,0.9793994184583426,400.0,400.0,202800,98.0,2.250150203704834
974,100000.0,209.0,0.0017182992305606604,64928000,0.9868045365437865,400.0,400.0,202900,481.0,2.1524710655212402
974,100000.0,221.0,0.0017209502402693033,64960000,0.9820741284638643,400.0,400.0,203000,400.0,2.2344188690185547
974,100000.0,228.0,0.0005563421291299164,64992000,0.9950069217011333,400.0,400.0,203100,73.0,2.2918410301208496
974,100000.0,228.0,0.0019206010038033128,65024000,0.9865514952689409,400.0,400.0,203200,106.0,2.2730417251586914
974,100000.0,218.0,0.0006347148446366191,65056000,0.9938182295300066,400.0,400.0,203300,390.0,2.407386064529419
974,100000.0,215.0,0.002701942576095462,65088000,0.9825296886265278,400.0,400.0,203400,406.0,2.102747678756714
974,100000.0,215.0,0.0006454054382629693,65120000,0.9955276153050363,400.0,400.0,203500,344.0,2.3387374877929688
974,100000.0,207.0,0.0010512713342905045,65152000,0.9933629706501961,400.0,400.0,203600,287.0,2.2060275077819824
974,100000.0,213.0,0.0008038143860176206,65184000,0.9941840381361544,400.0,400.0,203700,232.0,2.353086233139038
974,100000.0,214.0,0.0018285155529156327,65216000,0.985259941779077,400.0,400.0,203800,441.0,2.0424137115478516
