total_timesteps,fps,sil_num_episodes,sil_steps,episode_reward,nupdates,policy_entropy,approxkl,episode_raw_reward,policy_loss,serial_timesteps,time_elapsed,value_loss,clipfrac,sil_valid_samples,best_episode_reward,explained_variance
72335360,2233,0.0,0.0,0.0,8830,2.4534302,0.0013815181,0.0,-0.0038771038,1130240,33607.06044745445,0.00053221424,0.0138549805,0.0,0.0,0.060979366302490234
72417280,2283,0.0,0.0,0.0,8840,2.5380204,0.0023730404,0.0,-0.010479923,1131520,33643.97659444809,1.5160427e-05,0.019500732,0.0,0.0,-0.6213412284851074
72499200,2234,0.0,0.0,0.0,8850,2.5616758,0.0028473565,0.0,-0.01082558,1132800,33680.72429347038,2.851321e-06,0.027893066,0.0,0.0,-1.699918508529663
72581120,2139,0.0,0.0,0.0,8860,2.5994956,0.0033407407,0.0,-0.0108567905,1134080,33718.92490839958,1.137844e-06,0.023406982,0.0,0.0,-2.3199942111968994
72663040,2255,0.0,0.0,0.0,8870,2.586693,0.0028188145,0.0,-0.008528805,1135360,33756.78693604469,8.255486e-07,0.02255249,0.0,0.0,-2.433850049972534
72744960,2180,0.0,0.0,0.0,8880,2.5765152,0.0028364065,0.0,-0.0016122204,1136640,33793.94845843315,0.0005002632,0.024169922,0.0,0.0,-0.0006780624389648438
72826880,2181,0.0,0.0,0.0,8890,2.4614835,0.0049942723,0.0,-0.011369155,1137920,33831.121083021164,8.497463e-07,0.057250977,0.0,0.0,-4.828202724456787
72908800,2275,0.0,0.0,0.0,8900,2.5321224,0.004809279,0.0,-0.010947635,1139200,33868.36828684807,5.251934e-07,0.045562744,0.0,0.0,-5.943336486816406
72990720,2194,0.0,0.0,0.0,8910,2.6236534,0.0035373182,0.0,-0.010685565,1140480,33905.29737877846,6.533285e-06,0.0357666,0.0,0.0,-0.5520896911621094
73072640,2227,0.0,0.0,0.0,8920,2.5595539,0.0032521533,0.0,-0.008665182,1141760,33942.875462293625,2.517368e-06,0.025634766,0.0,0.0,-3.7828807830810547
73154560,2245,0.0,0.0,0.0,8930,2.615077,0.0027721988,0.0,-0.009518103,1143040,33980.050817251205,1.0440492e-06,0.019317627,0.0,0.0,-5.887165546417236
73236480,2259,0.0,0.0,0.0,8940,2.5879488,0.0051612933,0.0,-0.011027104,1144320,34016.68249940872,1.4061799e-06,0.028808594,0.0,0.0,-3.902510643005371
73318400,2239,0.0,0.0,0.0,8950,2.6644993,0.0037915695,0.0,-0.01073874,1145600,34054.405358314514,5.7632286e-07,0.03152466,0.0,0.0,-5.637617111206055
73400320,2207,0.0,0.0,-0.075,8960,2.5923634,0.004395589,-7.5,-0.009610101,1146880,34091.5070605278,3.968981e-07,0.035247803,0.0,0.0,-6.286566257476807
73482240,2281,0.0,0.0,0.0,8970,2.5194478,0.0047480357,0.0,-0.009871573,1148160,34128.209608078,3.570486e-07,0.039093018,0.0,0.0,-7.175263404846191
73564160,2288,0.0,0.0,0.0,8980,2.43862,0.0039410763,0.0,-0.011783646,1149440,34166.041137456894,1.261948e-06,0.034423828,0.0,0.0,-2.0021610260009766
73646080,2225,0.0,0.0,0.0,8990,2.4258993,0.004871382,0.0,-0.011504974,1150720,34202.11206650734,3.079917e-07,0.039733887,0.0,0.0,-6.167482376098633
73728000,2167,0.0,0.0,0.0,9000,2.479513,0.0038145038,0.0,-0.008884211,1152000,34239.063421964645,3.2081975e-06,0.029937744,0.0,0.0,-0.2980297803878784
73809920,2252,0.0,0.0,-0.025,9010,2.5251565,0.006181117,-2.5,-0.012357312,1153280,34276.72215008736,1.7632883e-05,0.043182373,0.0,0.0,-3.994502067565918
73891840,2157,0.0,0.0,0.0,9020,2.5504234,0.0053921537,0.0,-0.010309016,1154560,34314.325998306274,5.4412303e-06,0.051757812,0.0,0.0,-3.98520565032959
73973760,2176,0.0,0.0,0.0,9030,2.5854955,0.0037244414,0.0,-0.008493265,1155840,34352.224386930466,3.1475906e-06,0.02255249,0.0,0.0,-1.4999871253967285
74055680,2274,0.0,0.0,0.0,9040,2.4884822,0.0045979484,0.0,-0.009916151,1157120,34389.384442806244,3.8052067e-06,0.04043579,0.0,0.0,-1.7309155464172363
74137600,2255,0.0,0.0,0.0,9050,2.5896943,0.004259578,0.0,-0.0093724355,1158400,34427.38494968414,1.2864641e-06,0.0289917,0.0,0.0,-5.278298854827881
74219520,2239,0.0,0.0,0.0,9060,2.623941,0.0023015765,0.0,-0.00818492,1159680,34464.48375535011,7.295954e-07,0.01739502,0.0,0.0,-10.363517761230469
74301440,2252,0.0,0.0,0.0,9070,2.5856564,0.00465418,0.0,-0.009560019,1160960,34502.05279493332,7.5277836e-07,0.029541016,0.0,0.0,-8.187174797058105
74383360,2225,0.0,0.0,-0.025,9080,2.5072448,0.0031598525,-2.5,-0.010202416,1162240,34540.30368065834,1.547354e-06,0.025878906,0.0,0.0,-1.4989445209503174
74465280,2246,0.0,0.0,0.0,9090,2.394642,0.0049844794,0.0,-0.0024103394,1163520,34577.27828478813,0.05598475,0.02508545,0.0,0.0,-3.3974647521972656e-05
74547200,2222,0.0,0.0,0.0,9100,2.5103192,0.002708064,0.0,-0.009666305,1164800,34614.55146884918,1.9545654e-05,0.025177002,0.0,0.0,-7.170212745666504
74629120,1893,0.0,0.0,0.0,9110,2.540006,0.0023405047,0.0,-0.0017177018,1166080,34653.28942370415,0.021241374,0.009399414,0.0,0.0,0.0488622784614563
74711040,2253,0.0,0.0,0.0,9120,2.493384,0.0042806114,0.0,-0.0096438965,1167360,34690.2518427372,1.3910376e-05,0.030792236,0.0,0.0,-6.199552536010742
74792960,2187,0.0,0.0,0.0,9130,2.6565545,0.0066368147,0.0,-0.0032309457,1168640,34727.316242456436,0.11531014,0.090423584,0.0,0.0,7.56382942199707e-05
74874880,2295,0.0,0.0,0.0,9140,2.4426603,0.0048290375,0.0,-0.01181047,1169920,34764.645756959915,1.8921255e-05,0.0395813,0.0,0.0,-5.472251892089844
74956800,2282,0.0,0.0,0.0,9150,2.5349753,0.004514734,0.0,-0.012808935,1171200,34801.44168448448,7.1696086e-06,0.03253174,0.0,0.0,-4.661607265472412
75038720,2306,0.0,0.0,-0.475,9160,2.3247643,0.005050046,-1.775,-0.008438237,1172480,34837.75538945198,7.2804914e-06,0.0435791,0.0,0.0,-8.13046932220459
75120640,2216,0.0,0.0,-0.2,9170,2.4420502,0.0016180649,-3.075,-0.0014789624,1173760,34874.513357400894,0.01337702,0.010131836,0.0,0.0,0.09925836324691772
75202560,2272,0.0,0.0,0.0,9180,2.510077,0.0042044963,0.0,-0.009087836,1175040,34911.17220520973,3.7620575e-05,0.023406982,0.0,0.0,-4.184417247772217
75284480,2225,0.0,0.0,0.0,9190,2.740829,0.0026377875,0.0,-0.0011504487,1176320,34948.28525209427,0.011929949,0.0289917,0.0,0.0,0.004732668399810791
75366400,2310,0.0,0.0,-0.3,9200,2.5369182,0.0046846573,-13.1,-0.008068029,1177600,34984.44211959839,0.0020741203,0.053619385,0.0,0.0,0.6013604998588562
75448320,2261,0.0,0.0,-1.7,9210,2.5757866,0.0039090584,-13.9,-0.012750689,1178880,35021.30391693115,0.00031121392,0.034088135,0.0,0.0,-0.6865272521972656
75530240,2164,0.0,0.0,-0.025,9220,2.5125778,0.004745184,-2.5,-0.007167564,1180160,35058.42170357704,0.0006962579,0.05206299,0.0,0.0,-0.20469272136688232
75612160,2182,0.0,0.0,0.0,9230,2.4857578,0.00486258,0.0,-0.0119571835,1181440,35095.52985548973,0.00013735455,0.03857422,0.0,0.0,-4.31619930267334
75694080,2249,0.0,0.0,-0.125,9240,2.4038656,0.0048027197,-12.5,-0.010124387,1182720,35132.38836169243,0.0001558612,0.049621582,0.0,0.0,-1.7072296142578125
75776000,2171,0.0,0.0,0.0,9250,2.5048602,0.0046721227,0.0,-0.010030326,1184000,35170.28427886963,0.00010422589,0.036590576,0.0,0.0,-2.623883008956909
75857920,2189,0.0,0.0,0.0,9260,2.4013224,0.0050661117,0.0,-0.009899427,1185280,35207.451513290405,9.998876e-05,0.042907715,0.0,0.0,-3.0824365615844727
75939840,1915,0.0,0.0,0.0,9270,2.4610562,0.005287235,0.0,-0.008762145,1186560,35245.11440706253,7.0899405e-05,0.03881836,0.0,0.0,-1.4637703895568848
76021760,2251,0.0,0.0,0.0,9280,2.5219934,0.0042052455,0.0,-0.00867978,1187840,35282.414516448975,3.9123774e-05,0.038085938,0.0,0.0,-3.2021589279174805
76103680,2314,0.0,0.0,0.0,9290,2.5412395,0.00700299,0.0,-0.010333168,1189120,35319.228491306305,4.452524e-05,0.030334473,0.0,0.0,-1.4235482215881348
76185600,2203,0.0,0.0,-0.025,9300,2.3005257,0.0050630486,-2.5,-0.012995439,1190400,35356.54849076271,3.758296e-05,0.039611816,0.0,0.0,-9.38565444946289
76267520,2320,0.0,0.0,0.0,9310,2.1091027,0.0068717427,0.0,-0.011756882,1191680,35392.35927462578,2.9730812e-05,0.04736328,0.0,0.0,-5.0523576736450195
76349440,2228,0.0,0.0,0.0,9320,2.3359945,0.008537432,0.0,-0.011480721,1192960,35428.6225361824,2.4090172e-05,0.042022705,0.0,0.0,-6.441595077514648
76431360,2261,0.0,0.0,0.0,9330,2.2714038,0.005919721,0.0,-0.011258978,1194240,35464.8063416481,1.6916356e-05,0.03970337,0.0,0.0,-3.633632183074951
76513280,2235,0.0,0.0,0.0,9340,2.4733717,0.0033960922,0.0,-0.009074716,1195520,35502.252068281174,1.7013332e-05,0.024475098,0.0,0.0,-0.3874068260192871
76595200,2257,0.0,0.0,0.0,9350,2.529909,0.004673899,0.0,-0.00831855,1196800,35538.9532558918,9.300254e-06,0.029876709,0.0,0.0,-3.241018295288086
76677120,2164,0.0,0.0,0.0,9360,2.4867983,0.005738691,0.0,-0.009170357,1198080,35575.99489951134,7.930058e-06,0.029266357,0.0,0.0,-6.980508327484131
76759040,2188,0.0,0.0,0.0,9370,2.478356,0.0056407964,0.0,-0.010475198,1199360,35613.2946600914,9.102539e-06,0.031433105,0.0,0.0,-2.7790775299072266
76840960,2236,0.0,0.0,-0.025,9380,2.4539871,0.0040387996,-2.5,-0.011057278,1200640,35650.58808994293,5.5036935e-06,0.031311035,0.0,0.0,-5.155786514282227
76922880,2273,0.0,0.0,0.0,9390,2.381564,0.005363933,0.0,-0.011037305,1201920,35688.32845544815,3.69922e-06,0.03265381,0.0,0.0,-3.169854164123535
77004800,1978,0.0,0.0,-0.025,9400,2.4835312,0.003520232,-2.5,-0.009949288,1203200,35725.623282432556,9.041383e-05,0.029510498,0.0,0.0,-1.8578548431396484
77086720,2180,0.0,0.0,0.0,9410,2.524385,0.0053558955,0.0,-0.008218411,1204480,35763.50866103172,1.0710501e-05,0.029724121,0.0,0.0,-3.145171642303467
77168640,2328,0.0,0.0,0.0,9420,2.4512353,0.004067473,0.0,-0.0103704,1205760,35800.94010901451,1.4429092e-05,0.03314209,0.0,0.0,-7.629508018493652
77250560,2134,0.0,0.0,-0.025,9430,2.493804,0.004030742,-2.5,-0.0120976735,1207040,35838.5796148777,6.2899944e-06,0.035583496,0.0,0.0,-4.41751766204834
77332480,2188,0.0,0.0,0.0,9440,2.545238,0.0030291043,0.0,-0.009132383,1208320,35877.835695028305,9.178843e-06,0.025238037,0.0,0.0,-1.009554147720337
77414400,2189,0.0,0.0,0.0,9450,2.5161586,0.0045107324,0.0,-0.009921527,1209600,35915.10242009163,4.159079e-06,0.021270752,0.0,0.0,-4.981606960296631
77496320,2157,0.0,0.0,0.0,9460,2.4966683,0.0041773184,0.0,-0.010445215,1210880,35954.6594183445,1.7502776e-06,0.030090332,0.0,0.0,-6.072340488433838
77578240,2298,0.0,0.0,0.0,9470,2.509302,0.0031097687,0.0,-0.010479251,1212160,35992.500656843185,1.1838004e-06,0.015930176,0.0,0.0,-5.062179088592529
77660160,2248,0.0,0.0,0.0,9480,2.4948661,0.0024728652,0.0,-0.009012602,1213440,36029.533261060715,1.7280137e-06,0.019378662,0.0,0.0,-11.354235649108887
77742080,2177,0.0,0.0,0.0,9490,2.4598858,0.002680147,0.0,-0.0076761115,1214720,36067.27937221527,2.0088435e-06,0.016448975,0.0,0.0,-6.777247905731201
77824000,2202,0.0,0.0,0.0,9500,2.5477438,0.003502456,0.0,-0.0077506984,1216000,36104.533069610596,6.9248085e-07,0.01852417,0.0,0.0,-10.907181739807129
77905920,2155,0.0,0.0,0.0,9510,2.4866366,0.0024545847,0.0,-0.0017606501,1217280,36141.599411726,0.0010407795,0.01763916,0.0,0.0,0.059194087982177734
77987840,2210,0.0,0.0,-0.275,9520,2.4159198,0.0045609884,-10.6,-0.009762072,1218560,36178.40738320351,0.00029514788,0.023040771,0.0,0.0,-0.9323962926864624
78069760,2118,0.0,0.0,-0.025,9530,2.4941053,0.004796797,-2.5,-0.010108775,1219840,36215.95040297508,3.9647625e-06,0.023590088,0.0,0.0,-1.8797221183776855
78151680,2227,0.0,0.0,0.0,9540,2.5260246,0.0037238041,0.0,-0.0086704595,1221120,36253.37384772301,2.4987812e-06,0.025390625,0.0,0.0,-2.734755754470825
78233600,2189,0.0,0.0,0.0,9550,2.5068407,0.002996039,0.0,-0.008481807,1222400,36291.05403614044,2.0615983e-06,0.02218628,0.0,0.0,-8.313445091247559
78315520,2140,0.0,0.0,0.0,9560,2.4641786,0.0026747733,0.0,-0.009085443,1223680,36328.65058970451,9.869293e-07,0.021850586,0.0,0.0,-7.571088790893555
78397440,2176,0.0,0.0,0.0,9570,2.491146,0.017949043,0.0,-0.007272448,1224960,36366.41676235199,1.3578345e-06,0.019195557,0.0,0.0,-11.309751510620117
78479360,2133,0.0,0.0,0.0,9580,2.5582564,0.0037428832,0.0,-0.00850179,1226240,36404.43805408478,2.702552e-07,0.015777588,0.0,0.0,-4.527555465698242
78561280,2237,0.0,0.0,-0.275,9590,2.4819417,0.0015069431,-0.925,-0.007015981,1227520,36442.187504291534,0.00035386995,0.014801025,0.0,0.0,-1.9605207443237305
78643200,2231,0.0,0.0,0.0,9600,2.5011866,0.0035981971,0.0,-0.0059813573,1228800,36479.63666057587,6.5065483e-06,0.024139404,0.0,0.0,-3.179387092590332
78725120,2069,0.0,0.0,0.0,9610,2.5949838,0.0020848443,0.0,-0.007580246,1230080,36518.00334715843,1.6873539e-06,0.011566162,0.0,0.0,-10.317198753356934
78807040,2122,0.0,0.0,-0.525,9620,2.4264781,0.0027271162,-4.175,-0.00948889,1231360,36555.23347353935,0.0002915644,0.022583008,0.0,0.0,-1.2342681884765625
78888960,2123,0.0,0.0,-0.025,9630,2.527889,0.0021939068,-2.5,-0.00700727,1232640,36593.92601323128,3.1357333e-05,0.012084961,0.0,0.0,-0.36616599559783936
78970880,2196,0.0,0.0,0.0,9640,2.5330975,0.0028837505,0.0,-0.0075336583,1233920,36631.84262728691,7.1870795e-06,0.015167236,0.0,0.0,-3.4863786697387695
79052800,2081,0.0,0.0,0.0,9650,2.5612295,0.003760018,0.0,-0.007517227,1235200,36670.08413171768,5.8754426e-06,0.023895264,0.0,0.0,-7.828588485717773
79134720,2133,0.0,0.0,0.0,9660,2.6299624,0.0024833148,0.0,-0.0076244273,1236480,36708.605765104294,3.1017546e-06,0.011047363,0.0,0.0,-6.414996147155762
79216640,2148,0.0,0.0,-0.025,9670,2.602896,0.0020294203,-2.5,-0.002125773,1237760,36746.4710688591,0.00052282587,0.0121154785,0.0,0.0,-0.0027805566787719727
79298560,1967,0.0,0.0,0.0,9680,2.5536418,0.0057631787,0.0,-0.009055491,1239040,36784.61404085159,0.000110416986,0.024261475,0.0,0.0,-1.0494811534881592
79380480,2181,0.0,0.0,0.0,9690,2.6026452,0.0021120773,0.0,-0.0074627805,1240320,36822.95230388641,9.478785e-06,0.012451172,0.0,0.0,-7.855198860168457
79462400,2161,0.0,0.0,0.0,9700,2.657241,0.0017891992,0.0,-0.005846888,1241600,36861.70858335495,7.2284615e-06,0.0075683594,0.0,0.0,-3.3727869987487793
79544320,2121,0.0,0.0,0.0,9710,2.5922968,0.0025046784,0.0,-0.007215991,1242880,36899.95392656326,7.838485e-06,0.01083374,0.0,0.0,-7.178865432739258
79626240,2130,0.0,0.0,0.0,9720,2.5795817,0.0072939605,0.0,-0.007853066,1244160,36937.73527050018,3.1652598e-06,0.014251709,0.0,0.0,-7.6608476638793945
79708160,2206,0.0,0.0,0.0,9730,2.6105924,0.00615016,0.0,-0.003425081,1245440,36975.29946017265,0.00052590884,0.07980347,0.0,0.0,-0.003578782081604004
79790080,2121,0.0,0.0,0.0,9740,2.5218403,0.0032637708,0.0,-0.010293321,1246720,37012.56332111359,2.7929668e-06,0.021942139,0.0,0.0,-1.215852975845337
79872000,2213,0.0,0.0,0.0,9750,2.6302366,0.004637184,0.0,-0.00834067,1248000,37050.36200380325,1.377386e-06,0.024108887,0.0,0.0,-5.476759433746338
79953920,2182,0.0,0.0,0.0,9760,2.5967739,0.0031377268,0.0,-0.008463243,1249280,37088.010088443756,6.856359e-07,0.022827148,0.0,0.0,-13.161931991577148
80035840,2179,0.0,0.0,0.0,9770,2.6227689,0.0065007107,0.0,-0.00780938,1250560,37125.85937547684,5.633847e-07,0.033599854,0.0,0.0,-13.149992942810059
80117760,2131,0.0,0.0,0.0,9780,2.5753064,0.0037292286,0.0,-0.0076848706,1251840,37163.89136886597,4.5431437e-07,0.023986816,0.0,0.0,-3.3164429664611816
80199680,2191,0.0,0.0,0.0,9790,2.5971675,0.0028868131,0.0,-0.0091173425,1253120,37201.473741054535,3.863789e-07,0.021270752,0.0,0.0,-3.752033233642578
80281600,2208,0.0,0.0,0.0,9800,2.5479038,0.004288463,0.0,-0.0070194094,1254400,37239.104384183884,7.259469e-07,0.024108887,0.0,0.0,-5.2568888664245605
80363520,2217,0.0,0.0,0.0,9810,2.559889,0.005176311,0.0,-0.006830172,1255680,37276.59151530266,3.3246104e-06,0.015319824,0.0,0.0,-7.151301383972168
80445440,2208,0.0,0.0,0.0,9820,2.6001318,0.002724,0.0,-0.0069564637,1256960,37313.73612689972,9.726231e-07,0.015197754,0.0,0.0,-5.383759021759033
80527360,2210,0.0,0.0,0.0,9830,2.3812513,0.0031110365,0.0,-0.008686459,1258240,37351.113303899765,2.257929e-06,0.020935059,0.0,0.0,-8.271751403808594
80609280,2111,0.0,0.0,0.0,9840,2.6421444,0.002615924,0.0,-0.0077096005,1259520,37388.762788534164,4.5301203e-07,0.013183594,0.0,0.0,-15.646123886108398
80691200,2156,0.0,0.0,0.0,9850,2.3656044,0.00521229,0.0,-0.008043011,1260800,37425.99383044243,7.2734815e-07,0.029174805,0.0,0.0,-4.147871494293213
80773120,2200,0.0,0.0,0.0,9860,2.3583572,0.0051738303,0.0,-0.008201772,1262080,37463.26815676689,0.00018802226,0.053863525,0.0,0.0,-0.8960412740707397
80855040,2235,0.0,0.0,0.0,9870,2.5422409,0.0032065858,0.0,-0.0080527235,1263360,37501.00477743149,0.0003603694,0.028778076,0.0,0.0,-0.5359606742858887
80936960,2107,0.0,0.0,0.0,9880,2.5719745,0.0037947213,0.0,-0.0074502053,1264640,37539.029108047485,5.0400846e-05,0.035217285,0.0,0.0,-1.417971134185791
81018880,1983,0.0,0.0,0.0,9890,2.5066419,0.0048171813,0.0,-0.0090830745,1265920,37577.60295629501,2.661322e-05,0.043884277,0.0,0.0,-5.686681747436523
81100800,2028,0.0,0.0,0.0,9900,2.536153,0.0067227297,0.0,-0.00862936,1267200,37616.1335208416,1.3989914e-05,0.06448364,0.0,0.0,-3.6719722747802734
81182720,2156,0.0,0.0,0.0,9910,2.5128567,0.004381435,0.0,-0.0075827935,1268480,37654.65377020836,9.415512e-06,0.02557373,0.0,0.0,-2.0662097930908203
81264640,2003,0.0,0.0,0.0,9920,2.520278,0.006075697,0.0,-0.003338985,1269760,37693.32812309265,0.0003990076,0.079071045,0.0,0.0,-0.01418769359588623
81346560,2101,0.0,0.0,0.0,9930,2.4495559,0.0061786734,0.0,-0.008147048,1271040,37731.566684007645,8.866453e-06,0.040405273,0.0,0.0,-5.365777492523193
81428480,2167,0.0,0.0,0.0,9940,2.482948,0.0044814195,0.0,-0.008314668,1272320,37770.009259939194,6.055748e-06,0.028930664,0.0,0.0,-5.804482936859131
81510400,2128,0.0,0.0,0.0,9950,2.506988,0.0044971216,0.0,-0.009023925,1273600,37808.454813718796,3.7068312e-06,0.03543091,0.0,0.0,-4.92631196975708
81592320,2059,0.0,0.0,0.0,9960,2.5184236,0.0032046854,0.0,-0.0018726868,1274880,37846.56484270096,0.0005223844,0.033477783,0.0,0.0,-0.004067420959472656
81674240,1921,0.0,0.0,-0.025,9970,2.5892425,0.003905534,-2.5,-0.008358635,1276160,37887.27583384514,1.9193865e-06,0.024353027,0.0,0.0,-5.9166340827941895
81756160,2259,0.0,0.0,0.0,9980,2.529673,0.005759303,0.0,-0.007438278,1277440,37925.74403548241,2.4939059e-06,0.024108887,0.0,0.0,-5.1934685707092285
81838080,2157,0.0,0.0,0.0,9990,2.4971418,0.0042995494,0.0,-0.007832359,1278720,37963.36298799515,2.3052983e-06,0.026000977,0.0,0.0,-6.8101043701171875
81920000,2216,0.0,0.0,0.0,10000,2.5355985,0.004432901,0.0,-0.007439387,1280000,38000.78298687935,1.954921e-06,0.033111572,0.0,0.0,-4.574760913848877
82001920,2267,0.0,0.0,0.0,10010,2.4646258,0.0053125676,0.0,-0.008259663,1281280,38037.74141359329,1.3675104e-06,0.02947998,0.0,0.0,-8.3325777053833
82083840,2204,0.0,0.0,0.0,10020,2.479254,0.005448361,0.0,-0.011527067,1282560,38075.50751233101,4.780898e-06,0.04196167,0.0,0.0,-0.6876051425933838
82165760,2210,0.0,0.0,0.0,10030,2.294103,0.00427189,0.0,-0.008224004,1283840,38112.151060819626,0.00045654597,0.032836914,0.0,0.0,-1.074659824371338
82247680,2174,0.0,0.0,0.0,10040,2.5902345,0.0069012307,0.0,-0.007558629,1285120,38149.87262105942,1.3716492e-05,0.029815674,0.0,0.0,-3.523787498474121
82329600,2159,0.0,0.0,0.0,10050,2.5039368,0.0040681995,0.0,-0.010982807,1286400,38187.36366391182,8.635026e-06,0.024139404,0.0,0.0,-8.03016185760498
82411520,2148,0.0,0.0,0.0,10060,2.517488,0.005177743,0.0,-0.01112343,1287680,38225.01451706886,6.1150413e-06,0.02859497,0.0,0.0,-12.164313316345215
82493440,2178,0.0,0.0,0.0,10070,2.5918555,0.0040693525,0.0,-0.012117126,1288960,38262.85178184509,2.096689e-06,0.02645874,0.0,0.0,-6.093742370605469
82575360,2183,0.0,0.0,0.0,10080,2.4928114,0.004114856,0.0,-0.010649553,1290240,38300.631818294525,1.5831774e-06,0.024963379,0.0,0.0,-7.237465858459473
82657280,2228,0.0,0.0,-0.175,10090,2.706275,0.002662664,-0.6,-0.0015317481,1291520,38337.92760682106,0.03818157,0.034851074,0.0,0.0,0.05519425868988037
82739200,2083,0.0,0.0,0.0,10100,2.6047716,0.003559794,0.0,-0.011273644,1292800,38375.69573378563,2.5325266e-05,0.0256958,0.0,0.0,-1.5342884063720703
82821120,2239,0.0,0.0,0.0,10110,2.6124659,0.0042114733,0.0,-0.010520851,1294080,38414.130987644196,1.1800194e-05,0.035858154,0.0,0.0,-9.802337646484375
82903040,2086,0.0,0.0,0.0,10120,2.6913,0.0044314256,0.0,-0.009078603,1295360,38453.00503396988,3.2873675e-06,0.0335083,0.0,0.0,-13.478272438049316
82984960,2208,0.0,0.0,0.0,10130,2.6315591,0.0028203842,0.0,-0.008517393,1296640,38491.28789591789,5.1044603e-06,0.014404297,0.0,0.0,-18.770526885986328
83066880,2206,0.0,0.0,0.0,10140,2.5518177,0.0041834824,0.0,-0.009391134,1297920,38529.59815120697,7.231023e-06,0.023864746,0.0,0.0,-14.418044090270996
83148800,2196,0.0,0.0,0.0,10150,2.5920837,0.0029974203,0.0,-0.009036229,1299200,38567.71604371071,5.354667e-05,0.020721436,0.0,0.0,-3.2668347358703613
83230720,2137,0.0,0.0,0.0,10160,2.7118177,0.0017900942,0.0,-0.007032548,1300480,38606.030091524124,6.08258e-06,0.010772705,0.0,0.0,-11.3637113571167
83312640,2146,0.0,0.0,0.0,10170,2.662465,0.003183595,0.0,-0.00906537,1301760,38644.57443141937,7.574359e-06,0.01663208,0.0,0.0,-6.16032075881958
83394560,2136,0.0,0.0,0.0,10180,2.560912,0.0037141342,0.0,-0.009779031,1303040,38682.88957810402,1.2636537e-05,0.021331787,0.0,0.0,-7.494054794311523
83476480,2151,0.0,0.0,0.0,10190,2.621048,0.006455508,0.0,-0.0018881862,1304320,38721.31711983681,0.00047675552,0.078308105,0.0,0.0,-0.008644700050354004
83558400,2172,0.0,0.0,0.0,10200,2.4961653,0.0035700258,0.0,-0.008726867,1305600,38759.434982061386,4.7956264e-06,0.02279663,0.0,0.0,-6.548190593719482
83640320,2109,0.0,0.0,0.0,10210,2.5982468,0.0061683976,0.0,-0.008178522,1306880,38798.178658246994,2.8899042e-06,0.02859497,0.0,0.0,-15.054346084594727
83722240,2137,0.0,0.0,0.0,10220,2.319908,0.005534634,0.0,-0.009568974,1308160,38835.89614748955,2.765843e-06,0.03173828,0.0,0.0,-17.926719665527344
83804160,2236,0.0,0.0,0.0,10230,2.3081274,0.0045503518,0.0,-0.010557918,1309440,38873.301329135895,2.16206e-06,0.033111572,0.0,0.0,-5.720513820648193
83886080,2288,0.0,0.0,0.0,10240,2.046994,0.0055276137,0.0,-0.008955832,1310720,38910.26648926735,2.036942e-06,0.037384033,0.0,0.0,-10.86620044708252
83968000,2159,0.0,0.0,0.0,10250,2.1186447,0.0040484266,0.0,-0.010334084,1312000,38947.808515787125,9.31015e-06,0.043548584,0.0,0.0,-14.675808906555176
84049920,2188,0.0,0.0,0.0,10260,2.431675,0.0046339836,0.0,-0.009822605,1313280,38985.29028558731,1.0851671e-05,0.035949707,0.0,0.0,-9.310420989990234
84131840,2270,0.0,0.0,0.0,10270,2.3001113,0.004373677,0.0,-0.0086155385,1314560,39023.23952937126,6.483687e-06,0.037017822,0.0,0.0,-6.384365081787109
84213760,2133,0.0,0.0,0.0,10280,2.5817053,0.00326316,0.0,-0.0058358815,1315840,39061.82416152954,6.287351e-05,0.018554688,0.0,0.0,-3.34879732131958
84295680,2158,0.0,0.0,0.0,10290,2.6375782,0.0034600776,0.0,-0.006750699,1317120,39099.97985482216,8.357243e-06,0.013061523,0.0,0.0,-4.644136428833008
84377600,2070,0.0,0.0,-0.15,10300,2.4959753,0.0038904524,-0.55,-0.007906486,1318400,39137.62055134773,0.00040227463,0.027954102,0.0,0.0,-1.496985673904419
84459520,2143,0.0,0.0,0.0,10310,2.5841305,0.0028811097,0.0,-0.0065408517,1319680,39175.34051275253,0.009938658,0.0152282715,0.0,0.0,0.5290040373802185
84541440,2092,0.0,0.0,-0.05,10320,2.6302807,0.004918966,-5.0,-0.007718955,1320960,39213.81914496422,0.00012327226,0.04107666,0.0,0.0,-3.629523277282715
84623360,2144,0.0,0.0,-0.05,10330,2.6937432,0.0038642657,-5.0,-0.008442165,1322240,39251.72860622406,9.4075935e-05,0.028533936,0.0,0.0,-4.710627555847168
84705280,2146,0.0,0.0,0.0,10340,2.6138997,0.006431302,0.0,-0.0076087285,1323520,39290.588151454926,7.35073e-05,0.03161621,0.0,0.0,-4.433403015136719
84787200,2099,0.0,0.0,0.0,10350,2.6739311,0.005157394,0.0,-0.010670254,1324800,39329.18616986275,3.237719e-05,0.017700195,0.0,0.0,-10.879962921142578
84869120,2154,0.0,0.0,0.0,10360,2.6122065,0.0032210697,0.0,-0.009655334,1326080,39367.410246133804,3.7947928e-05,0.023773193,0.0,0.0,-13.07706356048584
84951040,2170,0.0,0.0,0.0,10370,2.5515022,0.002793129,0.0,-0.007858872,1327360,39405.0676882267,4.1160885e-05,0.019866943,0.0,0.0,-5.833499431610107
