total_timesteps,fps,sil_num_episodes,sil_steps,episode_reward,nupdates,policy_entropy,approxkl,episode_raw_reward,policy_loss,serial_timesteps,time_elapsed,value_loss,clipfrac,sil_valid_samples,best_episode_reward,explained_variance
325304320,2150,0.0,0.0,-5.275,39710,2.5287988,0.0024224715,-27.2,-0.0035263505,5082880,148457.3845283985,0.010720446,0.018035889,0.0,0.0,0.12343364953994751
325386240,2198,0.0,0.0,-0.575,39720,2.612478,0.0024597312,-14.1,-0.010115032,5084160,148494.83586406708,0.0008449053,0.023345947,0.0,0.0,-1.4337670803070068
325468160,2257,0.0,0.0,-0.75,39730,2.5580587,0.0030943346,-7.45,-0.005994591,5085440,148531.59986281395,0.0010055883,0.028717041,0.0,0.0,-0.42297863960266113
325550080,2357,0.0,0.0,-0.35,39740,2.6422641,0.005998622,-1.2,-0.008695363,5086720,148568.93342924118,0.00029850393,0.017944336,0.0,0.0,-10.419013023376465
325632000,2246,0.0,0.0,-0.425,39750,2.5907485,0.0032971634,-20.85,-0.009668567,5088000,148605.15218257904,0.00020648839,0.026550293,0.0,0.0,-1.6284005641937256
325713920,2228,0.0,0.0,-0.125,39760,2.6010516,0.003905126,-12.5,-0.003303846,5089280,148642.22745919228,0.028206157,0.037322998,0.0,0.0,-0.00653386116027832
325795840,2223,0.0,0.0,-0.25,39770,2.5426364,0.0025756739,-8.1,-0.0038583337,5090560,148678.47541165352,0.0012863007,0.020446777,0.0,0.0,-0.18996739387512207
325877760,2272,0.0,0.0,-0.225,39780,2.6297789,0.0007973,-5.55,-0.002006442,5091840,148715.9301943779,0.0011825886,0.007385254,0.0,0.0,-0.06480705738067627
325959680,2224,0.0,0.0,-0.45,39790,2.6690764,0.003066976,-16.075,-0.010258083,5093120,148753.10101270676,0.00026390815,0.019622803,0.0,0.0,-0.8179775476455688
326041600,2145,0.0,0.0,-0.7,39800,2.6387885,0.0039476445,-9.625,-0.010119885,5094400,148790.9319126606,0.00035723893,0.03262329,0.0,0.0,-0.9333786964416504
326123520,2205,0.0,0.0,-0.1,39810,2.6132486,0.003983218,-10.0,-0.009637513,5095680,148828.3953819275,0.00022722177,0.027130127,0.0,0.0,-0.8595476150512695
326205440,2175,0.0,0.0,-3.875,39820,2.6630137,0.0044332966,-17.45,-0.010521173,5096960,148866.3365805149,0.00019441274,0.026855469,0.0,0.0,-0.2746450901031494
326287360,2151,0.0,0.0,-0.375,39830,2.743278,0.003375197,-8.55,-0.0046074195,5098240,148903.9846150875,0.033208277,0.007171631,0.0,0.0,0.01637190580368042
326369280,2217,0.0,0.0,-5.95,39840,2.7098706,0.0013972169,-37.275,-0.0026489464,5099520,148941.86011505127,0.0013448544,0.009399414,0.0,0.0,0.08303964138031006
326451200,2206,0.0,0.0,-0.275,39850,2.720673,0.00033681057,-3.3,-0.0004079893,5100800,148978.98983979225,0.07703882,0.003112793,0.0,0.0,-0.0028314590454101562
326533120,2252,0.0,0.0,-0.1,39860,2.5918782,0.00039251856,-10.0,-0.00026111028,5102080,149016.97473931313,0.12497857,0.0033569336,0.0,0.0,-0.0001881122589111328
326615040,2231,0.0,0.0,-0.4,39870,2.708181,0.0026199215,-11.15,-0.006343627,5103360,149054.34463214874,0.0006031821,0.018585205,0.0,0.0,-0.7536264657974243
326696960,2158,0.0,0.0,-0.05,39880,2.7059464,0.0054175435,-5.0,-0.0081865555,5104640,149092.94373846054,0.00027542724,0.017913818,0.0,0.0,0.18750202655792236
326778880,2212,0.0,0.0,-0.1,39890,2.6019635,0.005615787,-10.0,-0.012314524,5105920,149130.3659491539,0.0002765098,0.03552246,0.0,0.0,0.014387905597686768
326860800,1793,0.0,0.0,0.0,39900,2.7248816,0.0008711709,0.0,-0.0020710563,5107200,149168.61768221855,0.00065196125,0.00793457,0.0,0.0,0.19372141361236572
326942720,2144,0.0,0.0,-0.1,39910,2.7637513,0.0016768646,-10.0,1.9715415e-05,5108480,149206.48449897766,0.87611675,0.012237549,0.0,0.0,0.0015747547149658203
327024640,2215,0.0,0.0,-0.85,39920,2.6440938,0.001092041,-15.25,-1.7212486e-05,5109760,149243.59750056267,0.08447115,0.010620117,0.0,0.0,0.010354280471801758
327106560,2170,0.0,0.0,-0.125,39930,2.7125146,0.0012382702,-12.5,-0.0021217135,5111040,149282.17193102837,0.0030377735,0.009552002,0.0,0.0,0.13180214166641235
327188480,2197,0.0,0.0,-5.05,39940,2.7231638,0.0030345088,-36.825,-0.0049646506,5112320,149319.60115289688,0.0009711804,0.02355957,0.0,0.0,0.342385470867157
327270400,2177,0.0,0.0,-0.125,39950,2.7135565,0.0034454353,-12.5,-0.0052579786,5113600,149357.96436738968,0.0009392594,0.032592773,0.0,0.0,0.38870155811309814
327352320,2216,0.0,0.0,-0.15,39960,2.7516227,0.004014925,-15.0,-0.008920604,5114880,149395.5109322071,0.00032853324,0.025665283,0.0,0.0,0.6176117062568665
327434240,2207,0.0,0.0,-0.1,39970,2.7748644,0.00050586776,-10.0,-0.0001133441,5116160,149433.06286883354,0.3897287,0.0022277832,0.0,0.0,0.007189750671386719
327516160,2130,0.0,0.0,-3.7,39980,2.7599056,0.0010448092,-21.575,-0.0029636878,5117440,149471.47515892982,0.0019074024,0.0093688965,0.0,0.0,0.4354439377784729
327598080,2219,0.0,0.0,-0.05,39990,2.7668536,0.00017715417,-5.0,-0.00010655963,5118720,149509.52126169205,0.23238397,0.0012512207,0.0,0.0,0.01255577802658081
327680000,2277,0.0,0.0,0.0,40000,2.767111,0.0007461507,0.0,-0.0011669069,5120000,149547.88859796524,0.0020198321,0.007293701,0.0,0.0,0.3962032198905945
327761920,2134,0.0,0.0,-2.725,40010,2.7678773,0.00047224632,-24.225,-0.00015785184,5121280,149587.770840168,0.07348507,0.0032348633,0.0,0.0,0.02771395444869995
327843840,2104,0.0,0.0,-0.1,40020,2.7161465,0.003812686,-10.0,-0.0054197293,5122560,149626.00427865982,0.0005712717,0.0211792,0.0,0.0,0.7453726232051849
327925760,2204,0.0,0.0,-0.95,40030,2.7749913,0.0001078112,-3.1,-0.00027681474,5123840,149663.76127195358,0.023761641,0.0008239746,0.0,0.0,0.05273205041885376
328007680,2147,0.0,0.0,-0.075,40040,2.7348473,0.0032960053,-7.5,-0.0084245,5125120,149701.72702288628,0.00045068978,0.026184082,0.0,0.0,0.7192195057868958
328089600,2098,0.0,0.0,-0.125,40050,2.7065084,0.0034742244,-12.5,-0.008838487,5126400,149739.79777503014,0.000412386,0.025665283,0.0,0.0,0.7342392206192017
328171520,2191,0.0,0.0,-0.025,40060,2.7795994,0.0021868162,-2.5,-0.0020443716,5127680,149778.12452626228,0.0007870582,0.018493652,0.0,0.0,0.4776310324668884
328253440,2144,0.0,0.0,-0.05,40070,2.7182622,0.0071179275,-5.0,-0.008147765,5128960,149816.50853085518,0.00034866907,0.04547119,0.0,0.0,0.737150102853775
328335360,2150,0.0,0.0,-0.025,40080,2.7553563,0.001455493,-2.5,-0.0019045717,5130240,149855.02182745934,0.00069113483,0.0140686035,0.0,0.0,0.390957772731781
328417280,2127,0.0,0.0,-0.15,40090,2.721198,0.0015242422,-15.0,-0.0020434821,5131520,149893.20050024986,0.0006776136,0.01675415,0.0,0.0,0.3343791961669922
328499200,2110,0.0,0.0,-0.35,40100,2.7069938,0.0034344534,-8.35,-0.006718765,5132800,149931.57750225067,0.0030489685,0.030426025,0.0,0.0,0.22055941820144653
328581120,2098,0.0,0.0,-0.05,40110,2.732602,0.0027912934,-5.0,-0.00924924,5134080,149969.88855051994,0.00019976421,0.023712158,0.0,0.0,0.3167610764503479
328663040,2171,0.0,0.0,-0.075,40120,2.7438993,0.0010093998,-7.5,-0.0022147794,5135360,150008.33261609077,0.00066786126,0.007171631,0.0,0.0,0.26806485652923584
328744960,2113,0.0,0.0,-2.3,40130,2.73246,0.0018759562,-16.15,-0.0046846354,5136640,150046.7219057083,0.00029362502,0.017578125,0.0,0.0,0.7169307470321655
328826880,2202,0.0,0.0,-0.15,40140,2.6708407,0.0034079594,-15.0,-0.00457298,5137920,150084.96197271347,0.0008488755,0.02709961,0.0,0.0,0.3653060793876648
328908800,2193,0.0,0.0,-0.05,40150,2.6807318,0.0011916526,-5.0,-0.0019070575,5139200,150123.26893258095,0.0011084913,0.0105896,0.0,0.0,0.28379249572753906
328990720,2089,0.0,0.0,-0.025,40160,2.7112656,0.00076344376,-2.5,-0.002081085,5140480,150161.95374774933,0.00071614387,0.007293701,0.0,0.0,0.393915057182312
329072640,2136,0.0,0.0,-0.3,40170,2.7550366,0.0023133613,-13.075,-0.012101875,5141760,150199.4242913723,0.00052066444,0.01586914,0.0,0.0,0.1739826798439026
329154560,2179,0.0,0.0,-0.1,40180,2.7821553,0.00080561003,-10.0,-0.0023750358,5143040,150237.4757630825,0.0006812295,0.005432129,0.0,0.0,0.2557793855667114
329236480,2176,0.0,0.0,-0.05,40190,2.7437515,0.003576309,-5.0,-0.009464044,5144320,150274.7847828865,0.00018717165,0.016479492,0.0,0.0,0.2844011187553406
329318400,2211,0.0,0.0,-0.225,40200,2.7748299,0.0005587277,-8.05,-0.0012929665,5145600,150312.67665743828,0.00063463545,0.006225586,0.0,0.0,0.032191455364227295
329400320,2158,0.0,0.0,-0.05,40210,2.737906,0.00074633094,-5.0,-0.0019818316,5146880,150350.28792524338,0.0005972829,0.005706787,0.0,0.0,0.0325508713722229
329482240,2135,0.0,0.0,-0.1,40220,2.6769364,0.0010621527,-10.0,-0.0021215475,5148160,150388.09626865387,0.00058071694,0.012817383,0.0,0.0,0.08176571130752563
329564160,2205,0.0,0.0,0.0,40230,2.765126,0.0006544685,0.0,-5.7794583e-05,5149440,150426.43642926216,0.0010923862,0.005126953,0.0,0.0,0.15466517210006714
329646080,2197,0.0,0.0,0.0,40240,2.7713232,0.0019438413,0.0,-0.0056571783,5150720,150463.66783881187,4.5510544e-05,0.011657715,0.0,0.0,0.7374197542667389
329728000,2190,0.0,0.0,-0.05,40250,2.7575629,0.0013001192,-5.0,-0.00027818262,5152000,150501.44305109978,0.0010622757,0.015533447,0.0,0.0,0.07301950454711914
329809920,2259,0.0,0.0,-0.025,40260,2.7419968,0.0013561873,-2.5,-0.0069689127,5153280,150538.85908055305,3.393494e-05,0.0113220215,0.0,0.0,0.6648361086845398
329891840,2116,0.0,0.0,-0.075,40270,2.7691684,0.00020084438,-7.5,-0.0011283534,5154560,150576.71948599815,0.0005527486,0.0019226074,0.0,0.0,0.042855262756347656
329973760,2213,0.0,0.0,-0.275,40280,2.7104023,0.0019688688,-10.6,-0.005684428,5155840,150614.735298872,0.0010524218,0.011444092,0.0,0.0,-0.1598045825958252
330055680,2196,0.0,0.0,-0.25,40290,2.740414,8.4103296e-05,-5.7,-0.00015149148,5157120,150652.24229097366,0.1673725,0.000579834,0.0,0.0,-0.0003409385681152344
330137600,2112,0.0,0.0,-0.8,40300,2.7326045,0.0029367276,-7.8,-0.0098031275,5158400,150690.36114907265,0.00012763697,0.019226074,0.0,0.0,-0.051749348640441895
330219520,2110,0.0,0.0,-0.05,40310,2.705571,0.0015995107,-5.0,-0.0026369295,5159680,150728.7697532177,0.00057818095,0.016052246,0.0,0.0,0.07054448127746582
330301440,2177,0.0,0.0,0.0,40320,2.7720048,0.0008144026,0.0,-0.00029079046,5160960,150766.48611068726,0.0010593651,0.0057373047,0.0,0.0,0.048008501529693604
330383360,2232,0.0,0.0,0.0,40330,2.770362,0.0028072244,0.0,-0.0076350668,5162240,150803.86253356934,3.2085525e-05,0.00982666,0.0,0.0,-0.5868808031082153
330465280,2211,0.0,0.0,-0.125,40340,2.7589133,0.0017657382,-12.5,-0.007449668,5163520,150841.21942710876,8.140884e-06,0.013977051,0.0,0.0,0.636786162853241
330547200,1959,0.0,0.0,-0.05,40350,2.7515664,0.00018307111,-5.0,-0.00020722055,5164800,150879.01614379883,0.0005291222,0.0010375977,0.0,0.0,0.01986640691757202
330629120,2219,0.0,0.0,-0.075,40360,2.740136,0.0018606245,-7.5,-0.0067298175,5166080,150915.8104391098,2.3657717e-06,0.014282227,0.0,0.0,0.6552214920520782
330711040,1883,0.0,0.0,-0.075,40370,2.7629352,0.0041761072,-7.5,-0.006076263,5167360,150953.87275528908,5.6609447e-06,0.0065307617,0.0,0.0,-0.09125900268554688
330792960,2234,0.0,0.0,-0.05,40380,2.7378585,0.002724236,-5.0,-0.0056017237,5168640,150991.68796133995,2.0256098e-06,0.013214111,0.0,0.0,0.4845079183578491
330874880,2162,0.0,0.0,-0.025,40390,2.7708428,0.0007034266,-2.5,-0.0047394736,5169920,151029.12418842316,9.1932515e-07,0.0053710938,0.0,0.0,0.7444316148757935
330956800,2199,0.0,0.0,0.0,40400,2.7729356,0.0015541265,0.0,-0.0053700344,5171200,151067.22205138206,1.5134933e-06,0.013946533,0.0,0.0,0.5183457732200623
331038720,2180,0.0,0.0,-0.075,40410,2.7263672,0.0003653876,-7.5,-0.00015491286,5172480,151104.7652554512,0.00051810284,0.002746582,0.0,0.0,0.002829909324645996
331120640,2274,0.0,0.0,-0.4,40420,2.7159793,0.0016353261,-3.75,-0.008271026,5173760,151142.32409358025,0.00011702247,0.016143799,0.0,0.0,-1.4945342540740967
331202560,2231,0.0,0.0,-1.95,40430,2.7517843,0.0010428666,-12.45,-0.0075701396,5175040,151179.3242149353,2.4330313e-05,0.00970459,0.0,0.0,-0.8459051847457886
331284480,2253,0.0,0.0,-0.175,40440,2.7473545,0.0012085926,-3.1,-0.0019190151,5176320,151217.42517066002,0.014795907,0.005859375,0.0,0.0,0.09220916032791138
331366400,2201,0.0,0.0,-0.075,40450,2.69809,0.0019410814,-7.5,-0.007564138,5177600,151254.94094276428,6.637047e-05,0.013977051,0.0,0.0,-2.0683834552764893
331448320,2167,0.0,0.0,-0.025,40460,2.7155175,0.0025209445,-2.5,-0.005767632,5178880,151292.76350283623,1.921165e-05,0.014526367,0.0,0.0,-20.87801742553711
331530240,2200,0.0,0.0,-0.05,40470,2.7028968,0.0026379619,-5.0,-0.006635119,5180160,151330.31554937363,3.7397026e-06,0.027008057,0.0,0.0,-4.229431629180908
331612160,2252,0.0,0.0,-0.175,40480,2.7474704,0.0022410566,-3.05,-0.0070593166,5181440,151367.380081892,1.908673e-05,0.018035889,0.0,0.0,-9.28564453125
331694080,2175,0.0,0.0,-0.8,40490,2.717432,0.00064024865,-12.725,-0.0024593687,5182720,151405.007635355,0.00062645576,0.00793457,0.0,0.0,-0.13053691387176514
331776000,2135,0.0,0.0,-0.175,40500,2.7635243,0.0016885507,-0.6,-0.0032718484,5184000,151442.32596445084,0.0013422077,0.006652832,0.0,0.0,-0.1360032558441162
331857920,2168,0.0,0.0,-0.025,40510,2.7695506,0.00055352144,-2.5,-0.0011305392,5185280,151480.65166902542,0.0010895587,0.00390625,0.0,0.0,-0.015378236770629883
331939840,2160,0.0,0.0,-0.9,40520,2.7432504,0.0022047458,-17.875,-0.0064907805,5186560,151517.65968942642,7.9899626e-05,0.0107421875,0.0,0.0,-2.209364652633667
332021760,2080,0.0,0.0,-0.025,40530,2.7358289,0.0022529948,-2.5,-0.0062334873,5187840,151555.3299422264,2.4521678e-05,0.019592285,0.0,0.0,-0.376431941986084
332103680,2216,0.0,0.0,-0.025,40540,2.7163825,0.0026312945,-2.5,-0.005667959,5189120,151594.12126255035,2.8960496e-05,0.014373779,0.0,0.0,-3.087035655975342
332185600,2213,0.0,0.0,-0.05,40550,2.6884093,0.0034319782,-5.0,-0.004917659,5190400,151631.98264741898,4.9614027e-05,0.020690918,0.0,0.0,-0.5767215490341187
332267520,2105,0.0,0.0,-0.45,40560,2.6774461,0.003635703,-4.075,-0.005902133,5191680,151669.36533594131,0.1345774,0.019897461,0.0,0.0,0.061983704566955566
332349440,2217,0.0,0.0,-0.25,40570,2.664623,0.0014307927,-3.2,-0.0026944852,5192960,151707.52469468117,0.0066355923,0.011566162,0.0,0.0,0.029523015022277832
332431360,2243,0.0,0.0,-0.25,40580,2.7601144,0.0013219498,-5.775,-0.0021793586,5194240,151745.00900268555,0.0012002706,0.0063171387,0.0,0.0,-0.06648659706115723
332513280,2176,0.0,0.0,-0.05,40590,2.7714198,0.0025629653,-5.0,-0.0060353973,5195520,151782.2973446846,0.00010170137,0.0121154785,0.0,0.0,-0.7812900543212891
332595200,2147,0.0,0.0,-0.1,40600,2.7576585,0.003253162,-10.0,-0.00645227,5196800,151820.3178009987,5.882523e-05,0.01876831,0.0,0.0,-0.5661331415176392
332677120,2232,0.0,0.0,0.0,40610,2.7472281,0.0046283016,0.0,-0.008891953,5198080,151857.48124790192,3.249166e-05,0.027801514,0.0,0.0,-0.8175759315490723
332759040,2160,0.0,0.0,-0.675,40620,2.6810439,0.0026992767,-4.775,-0.00686766,5199360,151894.56866788864,0.0009114454,0.024047852,0.0,0.0,-0.9188213348388672
332840960,2198,0.0,0.0,0.0,40630,2.7742543,0.0014208913,0.0,-0.0023424935,5200640,151932.02547097206,0.000609388,0.008056641,0.0,0.0,-0.11120975017547607
332922880,2138,0.0,0.0,-0.05,40640,2.7542975,0.0040138247,-5.0,-0.00626801,5201920,151970.36438012123,1.5134114e-05,0.00982666,0.0,0.0,-1.5530705451965332
333004800,2185,0.0,0.0,-0.075,40650,2.7706735,0.0002716076,-7.5,-9.368338e-05,5203200,152007.71961450577,0.010025368,0.002319336,0.0,0.0,-0.0013556480407714844
333086720,2150,0.0,0.0,-0.225,40660,2.7681055,0.0017543389,-8.0,-0.0050042127,5204480,152045.009901762,5.1485695e-05,0.007019043,0.0,0.0,-2.447171211242676
333168640,1722,0.0,0.0,-0.025,40670,2.6809168,0.00058108766,-2.5,-0.00083920115,5205760,152083.27400565147,0.0005644709,0.0045776367,0.0,0.0,-0.03611600399017334
333250560,2296,0.0,0.0,-0.05,40680,2.74177,0.004349498,-5.0,-0.0042257733,5207040,152120.59755134583,0.01455354,0.0070495605,0.0,0.0,0.20286262035369873
333332480,2171,0.0,0.0,-0.025,40690,2.7973573,0.0035409313,-2.5,-0.0050241956,5208320,152157.81421923637,9.461526e-06,0.0048828125,0.0,0.0,-0.015781879425048828
333414400,2165,0.0,0.0,-0.05,40700,2.7626348,0.0020605952,-5.0,-0.0068411077,5209600,152194.68683505058,6.9492835e-06,0.008728027,0.0,0.0,0.01555168628692627
333496320,2271,0.0,0.0,-0.05,40710,2.776414,0.00010885068,-5.0,-0.00013015495,5210880,152231.35529589653,0.020614747,0.0006713867,0.0,0.0,0.002788364887237549
333578240,2251,0.0,0.0,-0.05,40720,2.736354,0.0008538883,-5.0,-0.0021979527,5212160,152269.62508511543,0.0005706678,0.005584717,0.0,0.0,0.02230048179626465
333660160,2219,0.0,0.0,-0.05,40730,2.6748915,0.0014454685,-5.0,-0.0009208681,5213440,152307.08493304253,0.00056750234,0.012451172,0.0,0.0,-0.05239748954772949
333742080,2206,0.0,0.0,-0.3,40740,2.7720022,0.0020987687,-5.925,-0.0059417402,5214720,152343.90063500404,0.0002792893,0.011230469,0.0,0.0,-1.0067479610443115
333824000,2238,0.0,0.0,-0.2,40750,2.7689416,0.00074768136,-20.0,-0.0019195946,5216000,152380.4892911911,0.0006141685,0.0055236816,0.0,0.0,-0.128395676612854
333905920,2252,0.0,0.0,-0.2,40760,2.7226748,0.002727225,-10.375,-0.008194627,5217280,152418.84096837044,0.0003315518,0.012786865,0.0,0.0,-0.23996984958648682
333987840,2270,0.0,0.0,-0.375,40770,2.7401276,0.0014486945,-3.75,-0.0053085415,5218560,152455.82958364487,0.0007579758,0.011047363,0.0,0.0,-0.06611073017120361
334069760,2170,0.0,0.0,-0.975,40780,2.711598,0.001895729,-15.4,-0.0034070804,5219840,152493.10465288162,0.01160135,0.008636475,0.0,0.0,0.4937325716018677
334151680,2166,0.0,0.0,-0.275,40790,2.7643645,0.002629405,-8.15,-0.0063236905,5221120,152530.81097221375,0.00019468066,0.008636475,0.0,0.0,-2.948532819747925
334233600,2197,0.0,0.0,-0.35,40800,2.766032,0.0010409879,-1.2,-0.004059438,5222400,152568.73616695404,0.00020952578,0.006134033,0.0,0.0,-5.005581855773926
334315520,2145,0.0,0.0,-0.075,40810,2.776584,0.001249269,-7.5,-0.0037815638,5223680,152607.58010864258,0.00015625036,0.0076293945,0.0,0.0,-4.711810111999512
334397440,2212,0.0,0.0,-0.35,40820,2.7288432,0.003602907,-3.65,-0.0050582443,5224960,152644.7235019207,0.00040417223,0.019470215,0.0,0.0,-4.156425952911377
334479360,2218,0.0,0.0,-0.05,40830,2.6709108,0.002142498,-5.0,-0.004475394,5226240,152682.30439281464,0.0007430693,0.01651001,0.0,0.0,-0.37800586223602295
334561280,2258,0.0,0.0,-0.075,40840,2.7414744,0.0016460386,-7.5,-0.0031606911,5227520,152720.06077075005,0.0005303109,0.0072021484,0.0,0.0,-2.815110445022583
334643200,2233,0.0,0.0,-0.025,40850,2.7542017,0.0009116807,-2.5,-0.0021238946,5228800,152757.5428466797,0.0011823192,0.0076904297,0.0,0.0,0.16450297832489014
334725120,2250,0.0,0.0,-0.175,40860,2.7312462,0.004979905,-3.1,-0.005559354,5230080,152796.4236588478,0.00031529798,0.03161621,0.0,0.0,-4.524171352386475
334807040,2157,0.0,0.0,-0.05,40870,2.7307749,0.0020750111,-5.0,-0.003999702,5231360,152834.4722251892,0.0006394622,0.012084961,0.0,0.0,-0.11992061138153076
334888960,2212,0.0,0.0,-0.025,40880,2.7138245,0.0039140717,-2.5,-0.005885074,5232640,152872.14373135567,0.00013562938,0.015899658,0.0,0.0,-0.40618669986724854
334970880,2190,0.0,0.0,-0.05,40890,2.7540157,0.0010963471,-5.0,-0.004873649,5233920,152909.89257073402,6.937318e-05,0.006225586,0.0,0.0,0.14082986116409302
335052800,2163,0.0,0.0,0.0,40900,2.7348068,0.003017608,0.0,-0.004842005,5235200,152948.00655937195,6.3241656e-05,0.01171875,0.0,0.0,-0.22113656997680664
335134720,2100,0.0,0.0,-0.05,40910,2.7261667,0.0028820967,-5.0,-0.006805346,5236480,152986.09140443802,5.811872e-05,0.012176514,0.0,0.0,-1.008021593093872
335216640,2177,0.0,0.0,-0.025,40920,2.748579,0.0006660925,-2.5,-0.00063569826,5237760,153025.27002096176,0.0005508058,0.006134033,0.0,0.0,-0.005553126335144043
335298560,2171,0.0,0.0,-0.1,40930,2.7934735,0.0015806562,-10.0,-0.0044259382,5239040,153062.9192056656,1.9608058e-05,0.011444092,0.0,0.0,-0.8276137113571167
335380480,2252,0.0,0.0,-0.05,40940,2.6058133,0.005257083,-5.0,-0.0051032826,5240320,153100.92758989334,0.00064142275,0.029907227,0.0,0.0,-2.1803975105285645
335462400,2164,0.0,0.0,-0.325,40950,2.7083802,0.00048949575,-6.05,-0.00010119831,5241600,153139.13974523544,0.33490965,0.005279541,0.0,0.0,0.0008550882339477539
335544320,2166,0.0,0.0,-2.0,40960,2.7025363,0.002961299,-12.35,-0.006523006,5242880,153176.45736551285,0.00029915207,0.012023926,0.0,0.0,-1.2338783740997314
335626240,2189,0.0,0.0,-0.225,40970,2.6164532,0.00236318,-3.2,-0.0051787775,5244160,153215.43227171898,0.0008062805,0.021759033,0.0,0.0,-1.508955478668213
335708160,2206,0.0,0.0,-0.025,40980,2.6680727,0.011085948,-2.5,-0.0021343397,5245440,153253.21737241745,0.019584697,0.0152282715,0.0,0.0,0.4843733310699463
335790080,2241,0.0,0.0,-0.05,40990,2.7647374,0.0024354598,-5.0,-0.002070784,5246720,153290.94483685493,0.0012325987,0.0058288574,0.0,0.0,-0.05185115337371826
335872000,2160,0.0,0.0,0.0,41000,2.751228,0.0025764029,0.0,-0.0042347005,5248000,153329.00727677345,0.00012410864,0.011657715,0.0,0.0,-0.9591633081436157
335953920,2119,0.0,0.0,-1.85,41010,2.6973956,0.0014590619,-6.875,-0.006943171,5249280,153366.95190930367,0.02483008,0.009338379,0.0,0.0,0.33720529079437256
336035840,2157,0.0,0.0,-0.325,41020,2.7116497,0.0015639176,-1.1,-0.005020925,5250560,153405.94114232063,0.0012014902,0.010070801,0.0,0.0,-0.42799997329711914
336117760,2158,0.0,0.0,-0.05,41030,2.7195435,0.000956498,-5.0,-0.001637136,5251840,153443.35250353813,0.00061814225,0.0071105957,0.0,0.0,-0.0312877893447876
336199680,2163,0.0,0.0,0.0,41040,2.7327955,0.001695044,0.0,-0.0042397697,5253120,153481.82891225815,0.000286203,0.007843018,0.0,0.0,-1.1868655681610107
336281600,2090,0.0,0.0,-0.225,41050,2.6016362,0.0013483826,-0.725,-0.004131087,5254400,153519.37074804306,0.005586328,0.009735107,0.0,0.0,-0.020839333534240723
336363520,2118,0.0,0.0,-0.025,41060,2.742088,0.0023273223,-2.5,-0.0067783967,5255680,153557.63819146156,3.693117e-05,0.0134887695,0.0,0.0,-0.012500882148742676
336445440,2164,0.0,0.0,0.0,41070,2.699969,0.00072749634,0.0,-0.0009915131,5256960,153597.21763205528,0.0011017387,0.003540039,0.0,0.0,0.07631385326385498
336527360,2171,0.0,0.0,-0.025,41080,2.7414818,0.0007390608,-2.5,-0.00048687588,5258240,153635.20146107674,0.0010808491,0.007080078,0.0,0.0,0.09390538930892944
336609280,2238,0.0,0.0,0.0,41090,2.7202756,0.0027341363,0.0,-0.00693688,5259520,153673.22509765625,3.8194306e-05,0.012969971,0.0,0.0,0.4406498074531555
336691200,2115,0.0,0.0,-0.075,41100,2.7411437,0.0022125049,-7.5,-0.004489421,5260800,153712.0734167099,5.88475e-05,0.018493652,0.0,0.0,-0.49969780445098877
336773120,2207,0.0,0.0,0.0,41110,2.7688968,0.00039764046,0.0,-0.000482785,5262080,153751.00323677063,0.00055303576,0.0022277832,0.0,0.0,0.023140013217926025
336855040,2156,0.0,0.0,-0.05,41120,2.77453,0.00027678252,-5.0,-0.0002712807,5263360,153788.9911262989,0.0005456454,0.001739502,0.0,0.0,0.010087788105010986
336936960,2138,0.0,0.0,0.0,41130,2.740842,0.002879156,0.0,-0.005185038,5264640,153827.4557967186,9.608275e-06,0.01751709,0.0,0.0,-0.48431098461151123
337018880,2158,0.0,0.0,-0.025,41140,2.7666113,0.0043454585,-2.5,-0.0058869435,5265920,153864.8483519554,0.00015283642,0.026123047,0.0,0.0,0.4158048629760742
337100800,1886,0.0,0.0,-0.075,41150,2.7350647,0.0024543484,-7.5,-0.0052160723,5267200,153903.81111454964,9.3379655e-05,0.021881104,0.0,0.0,0.664002925157547
337182720,2217,0.0,0.0,0.0,41160,2.7587776,0.0012003399,0.0,-0.001473794,5268480,153941.68501472473,0.0005778216,0.007751465,0.0,0.0,0.1540277600288391
337264640,2180,0.0,0.0,0.0,41170,2.7811797,0.0001668717,0.0,-0.000263836,5269760,153979.07201600075,0.00054356456,0.0007324219,0.0,0.0,0.1354609727859497
337346560,2250,0.0,0.0,-0.025,41180,2.7675376,0.00024300395,-2.5,-0.0008671945,5271040,154017.3620223999,0.0005707478,0.0019836426,0.0,0.0,0.02050793170928955
337428480,2199,0.0,0.0,0.0,41190,2.737997,0.0018044402,0.0,-0.006141908,5272320,154054.77169203758,0.00011816381,0.009552002,0.0,0.0,-2.2815322875976562
337510400,2201,0.0,0.0,-0.35,41200,2.7510247,0.0007288263,-3.675,-0.0006342141,5273600,154091.99248290062,0.000547026,0.009643555,0.0,0.0,0.07463806867599487
337592320,2203,0.0,0.0,-0.025,41210,2.763466,0.00058173394,-2.5,-0.0012201855,5274880,154130.72657179832,0.0005700918,0.005584717,0.0,0.0,-0.03308463096618652
337674240,2015,0.0,0.0,-0.05,41220,2.752397,0.0028114012,-5.0,-0.006767565,5276160,154169.1977262497,1.6930719e-05,0.013244629,0.0,0.0,-0.8438733816146851
337756160,2205,0.0,0.0,0.0,41230,2.7686763,0.0010463495,0.0,-0.004853202,5277440,154206.46243691444,7.834905e-06,0.010650635,0.0,0.0,0.2450467348098755
