episode_raw_reward,value_loss,sil_num_episodes,nupdates,policy_loss,policy_entropy,total_timesteps,episode_reward,serial_timesteps,time_elapsed,approxkl,explained_variance,clipfrac,sil_valid_samples,sil_steps,best_episode_reward,fps
0.0,0.00012551388,11.0,200,-0.0057659633,2.6879177,1638400,0.0,25600,824.2691972255707,0.00401327,-3.9857711791992188,0.041381836,512.0,48602.0,100.0,1857
0.0,8.8557266e-05,11.0,210,-0.004822519,2.6611364,1720320,0.0,26880,870.0255494117737,0.00353492,-4.017326354980469,0.028381348,512.0,48602.0,100.0,1845
0.0,0.00016327422,11.0,220,-0.0066441316,2.6176298,1802240,0.0,28160,913.7961502075195,0.00454248,-2.1856117248535156,0.0496521,512.0,48602.0,100.0,2010
0.0,0.00012615813,11.0,230,-0.0074055037,2.613805,1884160,0.0,29440,951.6068923473358,0.005165482,-2.686345338821411,0.06515503,512.0,48602.0,100.0,2336
0.0,9.926312e-05,11.0,240,-0.0071413447,2.6039221,1966080,0.0,30720,991.2807402610779,0.0044306098,-3.6336050033569336,0.04550171,512.0,48602.0,100.0,2178
0.0,0.00013003219,11.0,250,-0.00859792,2.4339838,2048000,0.0,32000,1032.1871483325958,0.006090385,-5.330613136291504,0.075683594,512.0,48602.0,100.0,2264
0.0,0.00015582616,11.0,260,-0.0100435205,2.246626,2129920,0.0,33280,1071.766936302185,0.0058746445,-4.217970848083496,0.07394409,512.0,48602.0,100.0,2033
0.0,0.0001411908,11.0,270,-0.009970235,2.3251297,2211840,0.0,34560,1110.966504573822,0.005976411,-5.098309516906738,0.06765747,512.0,48602.0,100.0,2066
0.0,0.00010799606,11.0,280,-0.009846782,2.331641,2293760,0.0,35840,1150.2359294891357,0.004375358,-5.7759246826171875,0.043701172,512.0,48602.0,100.0,2114
0.0,0.00013851584,11.0,290,-0.011784654,2.353622,2375680,0.0,37120,1189.4291169643402,0.005980794,-4.773250102996826,0.0718689,512.0,48602.0,100.0,2116
0.0,0.00010888477,11.0,300,-0.011520993,2.3692935,2457600,0.0,38400,1228.1316139698029,0.005870263,-5.269260883331299,0.06741333,512.0,48602.0,100.0,2124
0.0,0.00010984828,11.0,310,-0.01375255,2.2479863,2539520,0.0,39680,1266.7290787696838,0.0052154656,-5.380164623260498,0.06588745,512.0,48602.0,100.0,2117
0.0,0.00011734598,11.0,320,-0.01229259,2.0844572,2621440,0.0,40960,1305.616383075714,0.006231725,-3.614274501800537,0.07757568,512.0,48602.0,100.0,2138
0.0,6.879796e-05,11.0,330,-0.012905105,2.1638334,2703360,0.0,42240,1343.768274307251,0.005400853,-4.239226818084717,0.07019043,512.0,48602.0,100.0,2119
0.0,5.9206286e-05,11.0,340,-0.012571072,2.1153955,2785280,0.0,43520,1381.8878381252289,0.006309079,-4.525172710418701,0.07598877,512.0,48602.0,100.0,2211
0.0,5.0480576e-05,11.0,350,-0.01449956,2.0159411,2867200,0.0,44800,1425.017678976059,0.0063370303,-1.2379353046417236,0.07833862,512.0,48602.0,100.0,2141
