policy_entropy,serial_timesteps,episode_reward,best_episode_reward,sil_num_episodes,sil_valid_samples,fps,approxkl,value_loss,explained_variance,episode_raw_reward,clipfrac,time_elapsed,sil_steps,policy_loss,total_timesteps,nupdates
1.5691724,469760,1.975,400.0,82.0,360.0,1939,0.007954627,0.0006477779,0.9936681957915425,392.5,0.07910156,14215.838140964508,50000.0,-0.018773688,30064640,3670
1.4606167,471040,2.0,400.0,86.0,186.0,2087,0.011058717,0.00075496716,0.9927379447035491,400.0,0.07977295,14257.256005764008,50000.0,-0.019201975,30146560,3680
1.510967,472320,2.0,400.0,91.0,196.0,1994,0.011159837,0.00070412544,0.9914447870105505,400.0,0.09158325,14298.84838938713,50000.0,-0.02085153,30228480,3690
1.6955061,473600,2.0,400.0,83.0,146.0,2074,0.007742162,0.000674502,0.9924365095794201,400.0,0.07476807,14339.090802907944,50000.0,-0.01707348,30310400,3700
1.685333,474880,2.0,400.0,78.0,166.0,2010,0.010253997,0.0003862931,0.99449507240206,400.0,0.08758545,14380.49017381668,50000.0,-0.024963532,30392320,3710
1.8090299,476160,2.0,500.0,81.0,266.0,2109,0.008666776,0.00032373384,0.9954174058511853,400.0,0.08129883,14421.16762638092,50000.0,-0.024696164,30474240,3720
1.6991374,477440,2.0,400.0,97.0,369.0,1927,0.008163747,0.00044211885,0.9952255208045244,400.0,0.068847656,14462.440556526184,50000.0,-0.019437104,30556160,3730
1.4887074,478720,2.0,400.0,85.0,290.0,2020,0.01090361,0.0007859568,0.9899674896150827,400.0,0.08627319,14503.83107471466,50000.0,-0.021201374,30638080,3740
1.6774883,480000,1.975,400.0,86.0,223.0,2086,0.010545968,0.001368724,0.9802851192653179,392.5,0.07281494,14544.758974313736,50000.0,-0.01748849,30720000,3750
1.8045388,481280,2.0,400.0,90.0,374.0,2032,0.007812588,0.0005937939,0.9917072951793671,400.0,0.065582275,14585.328944921494,50000.0,-0.020939112,30801920,3760
1.5927008,482560,2.0,400.0,70.0,225.0,1997,0.010661701,0.00077768293,0.9884316893294454,400.0,0.08746338,14626.248602867126,50000.0,-0.022465078,30883840,3770
1.6093994,483840,2.0,400.0,63.0,170.0,1955,0.012695746,0.0005254639,0.9920046785846353,400.0,0.09310913,14667.432439565659,50000.0,-0.021082489,30965760,3780
1.6592304,485120,2.025,500.0,51.0,172.0,1973,0.012296088,0.00031597263,0.9947378286160529,402.5,0.1076355,14707.23812031746,50000.0,-0.028277818,31047680,3790
1.6322211,486400,2.0,400.0,72.0,292.0,2006,0.013308228,0.0007400452,0.9898125128820539,400.0,0.08779907,14748.217862129211,50000.0,-0.02199666,31129600,3800
1.7569873,487680,2.0,400.0,78.0,152.0,2058,0.009931302,0.0002509015,0.9952166685834527,400.0,0.092285156,14788.856056213379,50000.0,-0.025999667,31211520,3810
1.6996903,488960,2.0,400.0,75.0,244.0,2108,0.010044031,0.00052805134,0.9935093326494098,400.0,0.07675171,14829.391961336136,50000.0,-0.019781597,31293440,3820
1.7041554,490240,2.0,400.0,65.0,300.0,1971,0.010238584,0.0004694802,0.9927878961898386,400.0,0.098480225,14870.874604225159,50000.0,-0.020741211,31375360,3830
1.7608683,491520,2.0,400.0,68.0,267.0,2042,0.008443445,0.0004209907,0.9921782910823822,400.0,0.08200073,14911.086957931519,50000.0,-0.01854708,31457280,3840
1.6932231,492800,2.0,400.0,52.0,190.0,2064,0.008541993,0.00036308044,0.994639549870044,400.0,0.0743103,14950.863232135773,50000.0,-0.01898275,31539200,3850
1.8898395,494080,2.0,400.0,53.0,181.0,2093,0.011563003,0.0007504136,0.9882045583799481,400.0,0.06173706,14991.229311943054,50000.0,-0.015843663,31621120,3860
2.0145252,495360,2.0,400.0,55.0,401.0,2194,0.009329066,0.00017150848,0.9950249497778714,400.0,0.092803955,15031.798069953918,50000.0,-0.024781086,31703040,3870
1.9521662,496640,2.0,400.0,42.0,111.0,2135,0.009222248,0.00031775504,0.9908391358330846,400.0,0.09359741,15071.114669799805,50000.0,-0.01929685,31784960,3880
1.8275226,497920,2.0,400.0,38.0,149.0,2120,0.009541952,0.00047335232,0.9928500237874687,400.0,0.08517456,15111.39803814888,50000.0,-0.01673853,31866880,3890
1.8260137,499200,2.0,400.0,52.0,340.0,2023,0.008001622,0.00040819726,0.9922827091068029,400.0,0.07272339,15151.961783647537,50000.0,-0.01930652,31948800,3900
1.928256,500480,2.0,400.0,54.0,258.0,2046,0.008535729,0.00036401942,0.9925223179161549,400.0,0.0798645,15192.221653461456,50000.0,-0.021099579,32030720,3910
2.0167193,501760,2.0,400.0,55.0,133.0,2143,0.00730244,0.0005433096,0.9871403956785798,400.0,0.0657959,15232.896959543228,50000.0,-0.018609526,32112640,3920
1.9156562,503040,2.0,400.0,57.0,288.0,2060,0.008001498,0.00044432783,0.9915973413735628,400.0,0.073638916,15273.365777015686,50000.0,-0.018358715,32194560,3930
1.8836498,504320,2.0,400.0,60.0,222.0,2068,0.0073252907,0.00064859516,0.9897538470104337,400.0,0.06201172,15313.999967336655,50000.0,-0.015805261,32276480,3940
1.803915,505600,2.0,400.0,61.0,213.0,1996,0.0071721068,0.0002880366,0.9966174268629402,400.0,0.06796265,15354.585474014282,50000.0,-0.018177949,32358400,3950
1.8821416,506880,2.0,400.0,64.0,223.0,1888,0.009112182,0.00042728736,0.9933367078192532,400.0,0.07366943,15395.204595088959,50000.0,-0.016578525,32440320,3960
1.8076648,508160,2.0,400.0,66.0,249.0,1935,0.011386637,0.00054161425,0.9923235704191029,400.0,0.07171631,15435.975354671478,50000.0,-0.019552007,32522240,3970
1.9451095,509440,2.0,400.0,47.0,103.0,2094,0.007263552,0.00028072076,0.9936955161392689,400.0,0.0642395,15475.694494009018,50000.0,-0.018543147,32604160,3980
1.8597516,510720,2.0,400.0,44.0,127.0,1906,0.010127459,0.00019279275,0.9971618915442377,400.0,0.07992554,15516.156004428864,50000.0,-0.019257806,32686080,3990
1.9886233,512000,1.975,400.0,46.0,328.0,2064,0.0084741805,0.0009242536,0.9754822812974453,392.5,0.062164307,15556.471926927567,50000.0,-0.01765474,32768000,4000
1.8232589,513280,2.0,400.0,61.0,185.0,2000,0.009872409,0.00092578033,0.9890403542667627,400.0,0.07247925,15597.311993837357,50000.0,-0.016598005,32849920,4010
1.8877096,514560,2.0,400.0,70.0,238.0,2128,0.011963217,0.00031326478,0.9922782247886062,400.0,0.1156311,15638.023535490036,50000.0,-0.02899921,32931840,4020
2.0390625,515840,2.0,400.0,47.0,165.0,1985,0.010734272,0.00019616526,0.9935661796480417,400.0,0.09866333,15677.176960468292,50000.0,-0.028075108,33013760,4030
2.151811,517120,2.025,500.0,43.0,275.0,2223,0.006405221,0.0007488787,0.953790470957756,402.5,0.061187744,15714.409784793854,50000.0,-0.013879431,33095680,4040
2.219922,518400,2.2,500.0,28.0,60.0,2277,0.01063015,0.0003327597,0.974452743306756,420.0,0.1159668,15751.955590963364,50000.0,-0.028863337,33177600,4050
2.1280692,519680,2.5,500.0,17.0,303.0,2045,0.010694528,0.0018318979,0.9011142179369926,450.0,0.08532715,15790.0013961792,50000.0,-0.014250239,33259520,4060
2.01828,520960,2.5,500.0,18.0,119.0,1984,0.010625833,0.0009486143,0.9779396243393421,450.0,0.09786987,15832.064847707748,50000.0,-0.024011606,33341440,4070
1.9698794,522240,2.325,500.0,24.0,175.0,2092,0.008178558,0.0016384136,0.9659166522324085,432.5,0.08480835,15871.865696907043,50000.0,-0.018046468,33423360,4080
2.0007327,523520,2.525,500.0,28.0,186.0,2107,0.0114116995,0.0012665314,0.9477537907660007,452.5,0.09555054,15911.292478084564,50000.0,-0.025423,33505280,4090
1.8107395,524800,2.35,500.0,32.0,180.0,1920,0.009795449,0.0022659365,0.9588607028126717,435.0,0.07723999,15951.588578939438,50000.0,-0.02007664,33587200,4100
1.758244,526080,2.25,500.0,42.0,189.0,1991,0.010902362,0.0026902827,0.9226212576031685,425.0,0.08822632,15990.878105640411,50000.0,-0.017492415,33669120,4110
1.5616711,527360,2.525,500.0,34.0,158.0,2203,0.013452957,0.0011011845,0.9701898954808712,442.5,0.12072754,16028.179916620255,50000.0,-0.023859857,33751040,4120
1.4860681,528640,2.475,500.0,38.0,353.0,2241,0.010324203,0.0009976854,0.9174995869398117,442.5,0.114715576,16065.558241605759,50000.0,-0.0144446045,33832960,4130
1.6237961,529920,2.425,500.0,40.0,231.0,2294,0.011230258,0.00029535688,0.9451666548848152,437.5,0.14624023,16102.059984207153,50000.0,-0.018545616,33914880,4140
1.5916396,531200,2.75,500.0,13.0,90.0,1891,0.009582473,0.0009091389,0.9828938040882349,475.0,0.0960083,16141.876771450043,50000.0,-0.016965825,33996800,4150
1.3909576,532480,2.75,500.0,14.0,115.0,1945,0.012186589,0.0015575272,0.9803268164396286,475.0,0.09725952,16182.62461233139,50000.0,-0.019056447,34078720,4160
1.7070607,533760,2.625,500.0,33.0,239.0,2092,0.007927645,0.0010203058,0.9667219966650009,462.5,0.088775635,16220.715073347092,50000.0,-0.013631016,34160640,4170
1.883046,535040,2.9,500.0,26.0,380.0,2273,0.009735971,0.0007402387,0.9368027001619339,490.0,0.1211853,16258.384348630905,50000.0,-0.01733542,34242560,4180
1.8578779,536320,2.9,500.0,23.0,119.0,2355,0.011466413,0.0008578392,0.9569961503148079,490.0,0.13253784,16297.546530723572,50000.0,-0.020852719,34324480,4190
1.775717,537600,2.875,500.0,24.0,143.0,2401,0.013900917,0.00023008554,-0.5332905054092407,487.5,0.13320923,16334.376539468765,50000.0,-0.024479117,34406400,4200
1.8568898,538880,2.9,500.0,22.0,180.0,2130,0.011980725,0.00020439287,0.9773402009159327,490.0,0.123687744,16370.635787010193,50000.0,-0.022528406,34488320,4210
1.7108932,540160,2.975,500.0,20.0,289.0,2092,0.015132967,0.00091823586,0.9846191965043545,497.5,0.13970947,16410.85381770134,50000.0,-0.023679482,34570240,4220
1.8562875,541440,2.725,500.0,35.0,352.0,2184,0.010122057,0.0008737585,0.9450017139315605,472.5,0.11361694,16449.599344730377,50000.0,-0.016816856,34652160,4230
1.6529593,542720,2.675,500.0,40.0,240.0,2255,0.012155926,0.001094549,0.9674312882125378,467.5,0.10522461,16488.612016677856,50000.0,-0.0238169,34734080,4240
1.5590628,544000,2.9,500.0,34.0,262.0,1673,0.009770886,0.0012168912,0.9721612483263016,490.0,0.10696411,16530.692007303238,50000.0,-0.016597986,34816000,4250
1.6727216,545280,2.85,500.0,41.0,388.0,1783,0.010627126,0.00092453643,0.9744801688939333,485.0,0.08206177,16576.941112279892,50000.0,-0.019945946,34897920,4260
1.7635963,546560,2.95,500.0,7.0,169.0,1924,0.018703628,0.0016490589,0.9619963094592094,495.0,0.12728882,16626.03035569191,50000.0,-0.016470108,34979840,4270
2.0167832,547840,2.775,500.0,27.0,125.0,1870,0.0114550665,0.0012219857,0.8609704971313477,477.5,0.11581421,16670.843710422516,50000.0,-0.014961191,35061760,4280
1.7099085,549120,2.775,500.0,29.0,153.0,1913,0.009703533,0.00034617854,0.442369282245636,477.5,0.12094116,16714.09873199463,50000.0,-0.017924972,35143680,4290
1.9432111,550400,2.775,500.0,30.0,306.0,1884,0.008936317,6.352036e-05,0.9463161751627922,477.5,0.09899902,16757.561697483063,50000.0,-0.021079224,35225600,4300
2.1791477,551680,2.775,500.0,31.0,434.0,1896,0.016875235,5.1096846e-05,-0.40258359909057617,477.5,0.17236328,16800.613221168518,50000.0,-0.023665857,35307520,4310
2.2016728,552960,2.8,2500.0,24.0,343.0,1887,0.011462601,3.6128986e-05,-3.5782713890075684,527.5,0.12698364,16844.198781490326,50000.0,-0.02587591,35389440,4320
2.3758128,554240,2.8,2500.0,25.0,405.0,1906,0.008723332,4.7125795e-05,-2.9909801483154297,527.5,0.07778931,16887.200711727142,50000.0,-0.024357049,35471360,4330
1.6297214,555520,2.8,2500.0,25.0,489.0,1942,0.011447625,4.3606724e-05,-5.357305526733398,527.5,0.11987305,16930.325234413147,50000.0,-0.027186478,35553280,4340
1.4855778,556800,2.8,2500.0,25.0,486.0,1930,0.0093409335,1.1531732e-05,-7.253918647766113,527.5,0.113220215,16972.975045204163,50000.0,-0.023481134,35635200,4350
1.4957525,558080,2.8,2500.0,25.0,504.0,1927,0.007852968,2.2086268e-05,-2.6761581897735596,527.5,0.0874939,17016.313293218613,50000.0,-0.016517956,35717120,4360
1.5725038,559360,2.8,2500.0,25.0,500.0,1921,0.0093832,1.2940553e-05,-1.8061497211456299,527.5,0.10305786,17058.896614551544,50000.0,-0.019737447,35799040,4370
1.8782344,560640,2.825,2500.0,19.0,159.0,1879,0.004914065,7.8890866e-05,0.9305356293916702,577.5,0.037475586,17101.991649389267,50000.0,-0.010766402,35880960,4380
1.8737428,561920,2.825,500.0,4.0,94.0,1932,0.00788969,0.00015725497,0.9226750135421753,577.5,0.06283569,17146.818527698517,50000.0,-0.018542698,35962880,4390
2.0560715,563200,2.775,500.0,5.0,118.0,1919,0.010552735,5.0872797e-05,-1.084444522857666,567.5,0.11669922,17190.912823200226,50000.0,-0.030891063,36044800,4400
2.1434908,564480,2.8,2500.0,4.0,193.0,1908,0.04706952,9.70585e-05,0.9004342183470726,612.5,0.10266113,17235.013675689697,50000.0,-0.029261876,36126720,4410
2.2103548,565760,2.775,500.0,5.0,160.0,1939,0.00514763,0.00026423734,0.661616712808609,610.0,0.056518555,17278.459809303284,50000.0,-0.012437099,36208640,4420
2.2405703,567040,2.825,500.0,2.0,58.0,1911,0.010873575,0.00019360775,0.716350793838501,615.0,0.09863281,17327.771162748337,50000.0,-0.029389681,36290560,4430
2.0828805,568320,2.85,500.0,1.0,10.0,1963,0.009666793,0.0007683056,0.8617973625659943,617.5,0.085632324,17373.08382177353,50000.0,-0.02329713,36372480,4440
1.8370215,569600,2.875,500.0,3.0,112.0,1141,0.01205016,0.0016182986,0.9623639546334743,482.5,0.07330322,17426.699357271194,50000.0,-0.020304302,36454400,4450
2.216867,570880,2.75,500.0,2.0,122.0,2315,0.008731196,0.00031285966,0.5527339577674866,475.0,0.10345459,17467.10720229149,50000.0,-0.02561473,36536320,4460
2.0132067,572160,2.75,500.0,15.0,241.0,2153,0.006655804,0.00081625127,0.9040452018380165,475.0,0.074157715,17504.17130613327,50000.0,-0.015124018,36618240,4470
2.2831626,573440,2.925,500.0,8.0,185.0,2043,0.011257334,0.00019965714,0.9760284088551998,492.5,0.10336304,17542.92659687996,50000.0,-0.023255244,36700160,4480
1.908917,574720,2.95,500.0,16.0,303.0,2051,0.009947527,0.00063818926,0.9648875743150711,495.0,0.087127686,17580.022314071655,50000.0,-0.018925825,36782080,4490
1.9853053,576000,2.55,500.0,20.0,184.0,2144,0.010223448,0.0010694233,0.9738052766770124,450.0,0.07888794,17622.446244478226,50000.0,-0.020258447,36864000,4500
2.100908,577280,2.6,500.0,23.0,210.0,2237,0.008263023,0.0009147362,0.9580296128988266,460.0,0.07556152,17660.628397464752,50000.0,-0.021100724,36945920,4510
2.2844553,578560,2.675,500.0,24.0,206.0,2304,0.010485843,0.00015861301,0.6038103103637695,467.5,0.09567261,17696.809030771255,50000.0,-0.025622696,37027840,4520
2.25673,579840,2.775,500.0,20.0,155.0,2238,0.00970326,0.00013455957,0.977899257093668,477.5,0.10046387,17733.591203927994,50000.0,-0.019785607,37109760,4530
2.328176,581120,2.8,500.0,17.0,243.0,2256,0.0098557705,3.3076096e-05,-5.015773773193359,480.0,0.1116333,17770.20519042015,50000.0,-0.025939543,37191680,4540
2.3530047,582400,2.8,500.0,17.0,463.0,2301,0.008184141,1.562374e-05,-3.9240012168884277,480.0,0.076416016,17805.53870868683,50000.0,-0.021763656,37273600,4550
2.4612033,583680,2.825,2500.0,11.0,197.0,2235,0.009113446,1.0936701e-05,-6.9728007316589355,530.0,0.11578369,17842.32546854019,50000.0,-0.022062063,37355520,4560
2.4479873,584960,2.85,2500.0,9.0,110.0,2142,0.0044685174,3.4868342e-05,0.9806797076016665,532.5,0.03112793,17877.630385160446,50000.0,-0.0065451777,37437440,4570
2.3363478,586240,2.9,500.0,5.0,144.0,1985,0.0067994082,0.00019598202,0.9855997739359736,537.5,0.061553955,17916.06804394722,50000.0,-0.011729216,37519360,4580
2.3934388,587520,2.9,500.0,5.0,197.0,2288,0.007475439,3.959144e-05,-0.7896851301193237,537.5,0.05130005,17951.185502052307,50000.0,-0.017762627,37601280,4590
2.3783631,588800,2.9,500.0,5.0,208.0,1891,0.009785374,1.0730124e-05,-1.284395694732666,537.5,0.0819397,17987.322299957275,50000.0,-0.022342406,37683200,4600
2.3473551,590080,2.9,500.0,4.0,203.0,1812,0.0041076206,0.00014999828,0.9600009210407734,537.5,0.02532959,18023.931895256042,50000.0,-0.008181138,37765120,4610
2.5296586,591360,3.0,2500.0,2.0,178.0,2294,0.005574321,9.819168e-05,0.9119240269064903,737.5,0.043762207,18063.932436943054,50000.0,-0.010624081,37847040,4620
1.7713041,592640,3.025,500.0,5.0,101.0,2016,0.011059366,0.0003365897,0.9809365402907133,782.5,0.07589722,18109.0051176548,50000.0,-0.018876504,37928960,4630
1.8368243,593920,2.75,500.0,4.0,191.0,2244,0.0060276026,0.0006080376,0.9745702371001244,470.0,0.058624268,18155.08272767067,50000.0,-0.011187519,38010880,4640
2.1591227,595200,2.8,500.0,10.0,166.0,2082,0.00901539,0.00031951835,0.9827620163559914,480.0,0.07424927,18192.554625988007,50000.0,-0.015900586,38092800,4650
1.9416995,596480,2.975,500.0,10.0,152.0,2027,0.008571437,0.0011472367,0.9677733145654202,497.5,0.07382202,18236.27429318428,50000.0,-0.015618255,38174720,4660
2.1477225,597760,2.95,500.0,14.0,119.0,2233,0.011225739,0.0002658919,0.9728896003216505,495.0,0.09173584,18273.72727918625,50000.0,-0.02355527,38256640,4670
1.9782326,599040,2.95,500.0,13.0,150.0,2126,0.010325115,0.00043450372,0.9881883999332786,495.0,0.08557129,18311.31363606453,50000.0,-0.015928345,38338560,4680
2.3014355,600320,2.975,500.0,11.0,167.0,2167,0.009993421,0.00047263037,0.9664643965661526,497.5,0.069244385,18351.502058506012,50000.0,-0.018653592,38420480,4690
2.3444767,601600,2.975,500.0,11.0,92.0,2180,0.0077917245,0.00018869014,0.9775836132466793,497.5,0.06845093,18388.44102191925,50000.0,-0.0131039005,38502400,4700
2.033512,602880,3.0,500.0,11.0,306.0,2109,0.010477677,0.00049679313,0.9769825171679258,547.5,0.08639526,18428.32036781311,50000.0,-0.021446874,38584320,4710
2.1275115,604160,3.025,500.0,11.0,62.0,2150,0.008520462,0.0004204964,0.9768064208328724,550.0,0.061950684,18467.519747018814,50000.0,-0.01949958,38666240,4720
2.1145508,605440,3.0,500.0,14.0,261.0,2159,0.007017454,0.000467585,0.9628698192536831,500.0,0.06588745,18505.51128911972,50000.0,-0.021106798,38748160,4730
2.258844,606720,2.975,500.0,8.0,271.0,2090,0.0066031218,0.0007788184,0.9647317640483379,545.0,0.05456543,18547.279320001602,50000.0,-0.01755961,38830080,4740
2.3511267,608000,2.975,500.0,15.0,216.0,2126,0.008626455,0.00018476555,0.983754513785243,545.0,0.068573,18584.444912195206,50000.0,-0.020439545,38912000,4750
2.3864675,609280,2.975,500.0,14.0,358.0,2329,0.0095000835,3.8767845e-05,-2.2484591007232666,545.0,0.11230469,18620.91188311577,50000.0,-0.025155455,38993920,4760
2.3149717,610560,2.975,500.0,14.0,288.0,2319,0.013658394,1.8096023e-05,-2.2155120372772217,545.0,0.14294434,18656.22075653076,50000.0,-0.023467425,39075840,4770
2.4684274,611840,2.975,500.0,14.0,386.0,2294,0.007506568,9.653609e-05,-0.3433389663696289,545.0,0.0793457,18691.752682209015,50000.0,-0.015988888,39157760,4780
2.122795,613120,3.0,500.0,6.0,380.0,2163,0.008444289,0.00034624274,0.9627662226557732,547.5,0.08206177,18729.68412065506,50000.0,-0.015277947,39239680,4790
2.004779,614400,3.0,500.0,6.0,392.0,2299,0.012430947,0.0003349125,0.9603377617895603,500.0,0.08050537,18767.49519586563,50000.0,-0.01691073,39321600,4800
1.8623143,615680,3.0,500.0,8.0,335.0,2167,0.009115606,0.0008709853,0.9803416803479195,500.0,0.06478882,18811.547227859497,50000.0,-0.016415892,39403520,4810
2.183378,616960,3.0,500.0,8.0,294.0,2217,0.0080428375,9.160301e-05,0.9348403066396713,500.0,0.08425903,18848.956997156143,50000.0,-0.017562287,39485440,4820
2.1607957,618240,3.025,2500.0,6.0,273.0,2315,0.005318133,0.00014331125,0.8329986482858658,550.0,0.044769287,18885.586137771606,50000.0,-0.01149992,39567360,4830
2.168466,619520,3.025,2500.0,7.0,320.0,2336,0.0100537315,2.899746e-05,-6.2128753662109375,550.0,0.0881958,18921.517823457718,50000.0,-0.020729387,39649280,4840
2.216717,620800,3.025,2500.0,7.0,458.0,2183,0.011127405,1.1545084e-05,-1.2692279815673828,550.0,0.08139038,18957.817640066147,50000.0,-0.015272874,39731200,4850
2.276361,622080,3.025,2500.0,7.0,319.0,2363,0.008243806,1.4884361e-05,-0.07270181179046631,550.0,0.080200195,18993.656768083572,50000.0,-0.021408482,39813120,4860
2.2723281,623360,3.025,2500.0,7.0,382.0,2241,0.0068105324,7.675251e-06,-2.6379802227020264,550.0,0.06738281,19030.06894850731,50000.0,-0.022096016,39895040,4870
2.3507984,624640,3.1,2500.0,2.0,111.0,2280,0.00953245,1.3178627e-05,-1.0899410247802734,700.0,0.1161499,19067.26331472397,50000.0,-0.026074786,39976960,4880
2.4098072,625920,3.25,2500.0,2.0,156.0,1996,0.004781698,0.00035752152,0.9469683431088924,1000.0,0.036315918,19108.1448700428,50000.0,-0.008841645,40058880,4890
2.3452458,627200,3.25,500.0,4.0,96.0,2052,0.008410523,9.399308e-05,0.9227870628237724,1000.0,0.05432129,19145.975239276886,50000.0,-0.019892225,40140800,4900
2.1785555,628480,2.75,500.0,3.0,283.0,1906,0.006407711,0.0010027548,0.9659956321120262,550.0,0.048339844,19191.77192044258,50000.0,-0.015905743,40222720,4910
2.4383612,629760,2.825,500.0,6.0,340.0,2047,0.007639771,0.00016931535,0.9687220938503742,562.5,0.06594849,19229.76869869232,50000.0,-0.020455481,40304640,4920
2.449133,631040,2.9,2500.0,7.0,435.0,2287,0.008001847,0.00026178113,0.9598286487162113,712.5,0.045684814,19268.322566986084,50000.0,-0.014375247,40386560,4930
2.4695902,632320,2.975,2500.0,5.0,284.0,2187,0.009650401,0.00033832912,0.8113048374652863,772.5,0.054748535,19306.461520671844,50000.0,-0.018722573,40468480,4940
2.586702,633600,2.775,2500.0,8.0,336.0,2334,0.007381549,0.00013209094,0.5229202806949615,742.5,0.039245605,19343.02841567993,50000.0,-0.016109206,40550400,4950
2.581034,634880,2.775,2500.0,8.0,435.0,2315,0.00695921,1.2719331e-05,-13.647065162658691,742.5,0.09085083,19379.58076620102,50000.0,-0.023016047,40632320,4960
2.4985492,636160,2.775,2500.0,9.0,375.0,2227,0.00610111,9.510226e-05,0.4315177798271179,742.5,0.04043579,19415.71400618553,50000.0,-0.012546119,40714240,4970
2.398671,637440,2.85,2500.0,9.0,196.0,2314,0.002409431,0.00013518911,0.9630680456757545,755.0,0.019439697,19452.82937979698,50000.0,-0.0066202134,40796160,4980
2.4499097,638720,2.775,500.0,6.0,231.0,2319,0.0055700648,0.0001650533,0.8892678320407867,695.0,0.045166016,19490.548256635666,50000.0,-0.011972206,40878080,4990
2.5611546,640000,2.7,500.0,6.0,394.0,2322,0.008252191,3.1110965e-05,0.27517908811569214,682.5,0.08200073,19527.138803482056,50000.0,-0.022578394,40960000,5000
2.4541304,641280,2.7,500.0,3.0,462.0,2138,0.0070347684,0.00049572194,0.7965756803750992,682.5,0.03652954,19564.53112602234,50000.0,-0.012829593,41041920,5010
2.4489295,642560,2.675,2500.0,3.0,484.0,2326,0.00810398,1.26875e-05,-4.804790019989014,722.5,0.10772705,19600.709533929825,50000.0,-0.023780443,41123840,5020
2.3334596,643840,2.675,2500.0,3.0,438.0,2295,0.007891462,5.8023966e-06,-10.419267654418945,722.5,0.110687256,19636.505102157593,50000.0,-0.02109769,41205760,5030
2.2975075,645120,2.675,2500.0,3.0,239.0,2309,0.009772966,1.4686724e-05,-12.626038551330566,722.5,0.10800171,19673.612409830093,50000.0,-0.02215745,41287680,5040
2.1814885,646400,2.675,2500.0,3.0,224.0,2357,0.011795059,1.1747024e-05,-3.4767093658447266,722.5,0.11972046,19708.81994533539,50000.0,-0.022488724,41369600,5050
1.9604763,647680,2.675,500.0,3.0,158.0,1990,0.008665224,0.00045588976,0.8874439224600792,722.5,0.06536865,19746.90917134285,50000.0,-0.011059487,41451520,5060
1.797094,648960,3.0,500.0,4.0,341.0,1487,0.00891639,0.0012611512,0.9717385973781347,500.0,0.06762695,19807.016222953796,50000.0,-0.017905384,41533440,5070
2.163194,650240,3.0,500.0,8.0,63.0,1714,0.009327356,0.0006149244,0.9861907009035349,500.0,0.057617188,19850.4671189785,50000.0,-0.010715518,41615360,5080
2.4904401,651520,2.975,500.0,19.0,256.0,2331,0.0042651705,0.00033735996,0.9795983768999577,497.5,0.0317688,19888.604997634888,50000.0,-0.013293986,41697280,5090
2.7387795,652800,2.975,500.0,21.0,214.0,2142,0.0065502934,0.00011467848,0.9731061980128288,497.5,0.01727295,19924.585933685303,50000.0,-0.011453655,41779200,5100
1.9741786,654080,2.975,500.0,21.0,297.0,2287,0.010904523,9.8598175e-05,-4.05454683303833,497.5,0.12432861,19959.9465341568,50000.0,-0.029509457,41861120,5110
1.9519773,655360,2.975,500.0,6.0,370.0,2276,0.007414244,0.00063216285,0.9702845849096775,497.5,0.064697266,20000.6646463871,50000.0,-0.019732669,41943040,5120
2.2794354,656640,3.05,500.0,5.0,143.0,1975,0.01019812,0.00031914594,0.981634134426713,647.5,0.07299805,20045.032641410828,50000.0,-0.018674714,42024960,5130
2.3128197,657920,3.05,500.0,8.0,160.0,2304,0.0065523875,0.00016058113,0.9351751655340195,647.5,0.06842041,20081.611283779144,50000.0,-0.020345252,42106880,5140
2.324554,659200,3.075,2600.0,10.0,242.0,2258,0.0074211704,0.00021746193,0.9777605626732111,650.0,0.06121826,20118.371130228043,50000.0,-0.01817971,42188800,5150
2.1474736,660480,3.05,500.0,11.0,417.0,2073,0.009296,0.0012052034,0.9280789345502853,552.5,0.028839111,20158.185267210007,50000.0,-0.008186534,42270720,5160
2.32125,661760,2.95,500.0,11.0,411.0,2043,0.009079641,0.00020214342,0.9785796795040369,490.0,0.07507324,20197.224504232407,50000.0,-0.014707554,42352640,5170
2.374243,663040,2.95,500.0,12.0,239.0,2271,0.00985847,3.2427437e-05,-0.009570479393005371,490.0,0.107055664,20233.80283474922,50000.0,-0.0237532,42434560,5180
2.291254,664320,2.95,500.0,13.0,202.0,2139,0.009685722,0.000115511866,0.9442378580570221,490.0,0.08200073,20270.375480413437,50000.0,-0.017092504,42516480,5190
2.3006394,665600,2.925,500.0,13.0,212.0,2283,0.009166221,2.6033418e-05,-7.422640800476074,487.5,0.108947754,20307.23770546913,50000.0,-0.02318642,42598400,5200
2.2108376,666880,2.925,500.0,11.0,309.0,2059,0.00914564,0.00011314242,0.959589283913374,487.5,0.05368042,20344.342432260513,50000.0,-0.01361631,42680320,5210
2.3254056,668160,2.925,500.0,6.0,351.0,2249,0.010844319,5.4453354e-05,-0.15495193004608154,487.5,0.08087158,20381.32650732994,50000.0,-0.021017276,42762240,5220
2.2915387,669440,2.95,2600.0,5.0,142.0,2009,0.0094140805,6.320702e-05,-1.8052327632904053,537.5,0.07867432,20418.970467567444,50000.0,-0.020732984,42844160,5230
2.1497254,670720,2.95,2600.0,5.0,399.0,2277,0.009749316,1.9614268e-05,-2.0996012687683105,537.5,0.0892334,20454.69608283043,50000.0,-0.020929292,42926080,5240
